Day_sin,Day_cos,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,W1,W2,W3,W4,Temp,Humi,Wind_speed,D1_Day_sin,D1_Day_cos,D1_W1,D1_W2,D1_W3,D1_W4,D1_Temp,D1_Humi,D1_Wind_speed,D1_Solar,Solar
0.499999975,0.99999995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4,60,4.1,0,0,0,0,0,0,0,0,0,0,0.01
0.499999975,0.99999995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,64,4,0,0,0,0,0,0,0,0,0,0,0.08
0.499999975,0.99999995,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.7,64,4.2,0,0,0,0,0,0,0,0,0,0,0.25
0.499999975,0.99999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.6,59,3.7,0,0,0,0,0,0,0,0,0,0,0.66
0.499999975,0.99999995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.7,64,2.5,0,0,0,0,0,0,0,0,0,0,1.16
0.499999975,0.99999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.9,63,4,0,0,0,0,0,0,0,0,0,0,0.58
0.499999975,0.99999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.9,64,4.1,0,0,0,0,0,0,0,0,0,0,0.4
0.499999975,0.99999995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,68,4.4,0,0,0,0,0,0,0,0,0,0,0.63
0.499999975,0.99999995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.1,64,4.4,0,0,0,0,0,0,0,0,0,0,0.54
0.499999975,0.99999995,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.9,60,4.7,0,0,0,0,0,0,0,0,0,0,0.36
0.499999975,0.99999995,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.1,64,5,0,0,0,0,0,0,0,0,0,0,0.02
0.508726178,0.999923798,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8,59,3.8,0.499999975,0.99999995,0,0,1,0,2.4,60,4.1,0.01,0
0.508726178,0.999923798,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7,60,4.4,0.499999975,0.99999995,0,0,1,0,2.5,64,4,0.08,0.05
0.508726178,0.999923798,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6,58,3.7,0.499999975,0.99999995,0,0,1,0,2.7,64,4.2,0.25,0.22
0.508726178,0.999923798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.4,55,3.9,0.499999975,0.99999995,0,0,0,1,2.6,59,3.7,0.66,0.51
0.508726178,0.999923798,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.5,59,3.8,0.499999975,0.99999995,0,0,1,0,2.7,64,2.5,1.16,0.77
0.508726178,0.999923798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.3,63,5.8,0.499999975,0.99999995,0,0,0,1,2.9,63,4,0.58,0.42
0.508726178,0.999923798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.3,62,5.1,0.499999975,0.99999995,0,0,0,1,2.9,64,4.1,0.4,0.5
0.508726178,0.999923798,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.3,64,4.6,0.499999975,0.99999995,0,0,1,0,3,68,4.4,0.63,0.59
0.508726178,0.999923798,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.3,65,3.9,0.499999975,0.99999995,1,0,0,0,3.1,64,4.4,0.54,0.33
0.508726178,0.999923798,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.4,61,4.4,0.499999975,0.99999995,1,0,0,0,2.9,60,4.7,0.36,0.13
0.508726178,0.999923798,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.5,61,4,0.499999975,0.99999995,0,0,1,0,3.1,64,5,0.02,0.01
0.517449722,0.999695364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8,65,5.6,0.508726178,0.999923798,0,0,1,0,3.8,59,3.8,0,0
0.517449722,0.999695364,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6,72,5.7,0.508726178,0.999923798,0,0,1,0,3.7,60,4.4,0.05,0.03
0.517449722,0.999695364,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9,68,5.3,0.508726178,0.999923798,0,0,1,0,3.6,58,3.7,0.22,0.15
0.517449722,0.999695364,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,69,5.1,0.508726178,0.999923798,0,0,0,1,3.4,55,3.9,0.51,0.38
0.517449722,0.999695364,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.8,65,6.2,0.508726178,0.999923798,0,0,1,0,3.5,59,3.8,0.77,0.29
0.517449722,0.999695364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.9,65,3.9,0.508726178,0.999923798,0,0,0,1,3.3,63,5.8,0.42,0.41
0.517449722,0.999695364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,63,5.2,0.508726178,0.999923798,0,0,0,1,3.3,62,5.1,0.5,0.39
0.517449722,0.999695364,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,66,4.7,0.508726178,0.999923798,0,0,1,0,3.3,64,4.6,0.59,0.46
0.517449722,0.999695364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,68,5.5,0.508726178,0.999923798,1,0,0,0,3.3,65,3.9,0.33,0.38
0.517449722,0.999695364,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9,67,6.1,0.508726178,0.999923798,1,0,0,0,3.4,61,4.4,0.13,0.08
0.517449722,0.999695364,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.2,79,4.8,0.508726178,0.999923798,0,0,1,0,3.5,61,4,0.01,0.02
0.526167952,0.999314717,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,62,5,0.517449722,0.999695364,0,0,1,0,3.8,65,5.6,0,0
0.526167952,0.999314717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.6,62,5,0.517449722,0.999695364,0,0,1,0,3.6,72,5.7,0.03,0.05
0.526167952,0.999314717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.6,62,4.4,0.517449722,0.999695364,0,0,1,0,3.9,68,5.3,0.15,0.07
0.526167952,0.999314717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.5,61,3.6,0.517449722,0.999695364,0,0,1,0,4,69,5.1,0.38,0.1
0.526167952,0.999314717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.6,62,4.5,0.517449722,0.999695364,0,0,1,0,3.8,65,6.2,0.29,0.24
0.526167952,0.999314717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.6,61,3.8,0.517449722,0.999695364,0,0,0,1,3.9,65,3.9,0.41,0.2
0.526167952,0.999314717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.5,59,3.4,0.517449722,0.999695364,0,0,0,1,4,63,5.2,0.39,0.3
0.526167952,0.999314717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.5,59,4.3,0.517449722,0.999695364,0,0,1,0,4,66,4.7,0.46,0.2
0.526167952,0.999314717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.5,59,3.8,0.517449722,0.999695364,0,0,0,1,4,68,5.5,0.38,0.11
0.526167952,0.999314717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.8,57,4.2,0.517449722,0.999695364,0,0,1,0,3.9,67,6.1,0.08,0.06
0.526167952,0.999314717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.8,59,3.8,0.517449722,0.999695364,0,0,1,0,3.2,79,4.8,0.02,0.01
0.53487821,0.998781975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.1,56,6,0.526167952,0.999314717,0,0,1,0,4.5,62,5,0,0
0.53487821,0.998781975,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.8,58,5.9,0.526167952,0.999314717,0,0,0,1,4.6,62,5,0.05,0.02
0.53487821,0.998781975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.7,58,5.2,0.526167952,0.999314717,0,0,0,1,4.6,62,4.4,0.07,0.1
0.53487821,0.998781975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.7,58,6.4,0.526167952,0.999314717,0,0,0,1,4.5,61,3.6,0.1,0.25
0.53487821,0.998781975,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.5,58,6,0.526167952,0.999314717,0,0,0,1,4.6,62,4.5,0.24,0.25
0.53487821,0.998781975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.6,53,5.8,0.526167952,0.999314717,0,0,0,1,4.6,61,3.8,0.2,0.18
0.53487821,0.998781975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.7,58,5.9,0.526167952,0.999314717,0,0,0,1,4.5,59,3.4,0.3,0.41
0.53487821,0.998781975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.6,66,5.5,0.526167952,0.999314717,0,0,0,1,4.5,59,4.3,0.2,0.21
0.53487821,0.998781975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.6,63,6.7,0.526167952,0.999314717,0,0,0,1,4.5,59,3.8,0.11,0.12
0.53487821,0.998781975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.4,63,5.7,0.526167952,0.999314717,0,0,0,1,4.8,57,4.2,0.06,0.13
0.53487821,0.998781975,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.3,65,6.8,0.526167952,0.999314717,0,0,0,1,4.8,59,3.8,0.01,0.03
0.543577844,0.998097299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,62,5.7,0.53487821,0.998781975,0,0,1,0,5.1,56,6,0,0
0.543577844,0.998097299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,63,6.4,0.53487821,0.998781975,0,0,1,0,4.8,58,5.9,0.02,0.1
0.543577844,0.998097299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.9,66,7.1,0.53487821,0.998781975,0,0,0,1,4.7,58,5.2,0.1,0.35
0.543577844,0.998097299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8,59,6.3,0.53487821,0.998781975,0,0,0,1,4.7,58,6.4,0.25,0.46
0.543577844,0.998097299,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.7,62,5,0.53487821,0.998781975,0,0,1,0,4.5,58,6,0.25,0.48
0.543577844,0.998097299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.6,60,5.7,0.53487821,0.998781975,0,0,0,1,4.6,53,5.8,0.18,0.64
0.543577844,0.998097299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5,63,5.4,0.53487821,0.998781975,0,0,0,1,4.7,58,5.9,0.41,0.55
0.543577844,0.998097299,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.4,54,6.2,0.53487821,0.998781975,0,0,0,1,4.6,66,5.5,0.21,0.43
0.543577844,0.998097299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.2,55,5.1,0.53487821,0.998781975,0,0,0,1,4.6,63,6.7,0.12,0.24
0.543577844,0.998097299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.2,56,4.8,0.53487821,0.998781975,0,0,0,1,4.4,63,5.7,0.13,0.12
0.543577844,0.998097299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.3,60,4.6,0.53487821,0.998781975,0,0,1,0,4.3,65,6.8,0.03,0.01
0.552264204,0.997260898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,63,4.3,0.543577844,0.998097299,0,0,0,1,2.8,62,5.7,0,0
0.552264204,0.997260898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,64,3.7,0.543577844,0.998097299,0,0,0,1,3,63,6.4,0.1,0.05
0.552264204,0.997260898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.8,65,4.7,0.543577844,0.998097299,0,0,0,1,2.9,66,7.1,0.35,0.25
0.552264204,0.997260898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7,64,3.8,0.543577844,0.998097299,0,0,0,1,2.8,59,6.3,0.46,0.43
0.552264204,0.997260898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.7,69,4.4,0.543577844,0.998097299,0,0,1,0,2.7,62,5,0.48,0.7
0.552264204,0.997260898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.6,63,3.2,0.543577844,0.998097299,0,0,0,1,2.6,60,5.7,0.64,0.74
0.552264204,0.997260898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.6,67,2.6,0.543577844,0.998097299,0,0,0,1,2.5,63,5.4,0.55,0.97
0.552264204,0.997260898,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.3,64,1.9,0.543577844,0.998097299,0,0,1,0,2.4,54,6.2,0.43,0.57
0.552264204,0.997260898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.1,66,1,0.543577844,0.998097299,0,0,0,1,2.2,55,5.1,0.24,0.3
0.552264204,0.997260898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5,63,3.3,0.543577844,0.998097299,0,0,0,1,2.2,56,4.8,0.12,0.19
0.552264204,0.997260898,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.8,62,2.9,0.543577844,0.998097299,0,0,0,1,2.3,60,4.6,0.01,0.02
0.560934644,0.996273026,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9,60,3.9,0.552264204,0.997260898,0,0,0,1,3.1,63,4.3,0,0
0.560934644,0.996273026,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9,58,2.9,0.552264204,0.997260898,0,0,0,1,3,64,3.7,0.05,0.13
0.560934644,0.996273026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.1,63,2.4,0.552264204,0.997260898,0,0,0,1,2.8,65,4.7,0.25,0.92
0.560934644,0.996273026,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.6,64,2.2,0.552264204,0.997260898,0,0,0,1,2.7,64,3.8,0.43,0.44
0.560934644,0.996273026,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.8,62,2.6,0.552264204,0.997260898,0,0,0,1,2.7,69,4.4,0.7,0.28
0.560934644,0.996273026,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.3,61,2.9,0.552264204,0.997260898,0,0,0,1,2.6,63,3.2,0.74,0.45
0.560934644,0.996273026,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.8,59,3.7,0.552264204,0.997260898,0,0,0,1,2.6,67,2.6,0.97,0.55
0.560934644,0.996273026,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.2,56,3.9,0.552264204,0.997260898,0,0,1,0,2.3,64,1.9,0.57,0.42
0.560934644,0.996273026,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.4,56,3.6,0.552264204,0.997260898,0,0,0,1,2.1,66,1,0.3,0.17
0.560934644,0.996273026,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.4,54,4.6,0.552264204,0.997260898,0,0,0,1,2.5,63,3.3,0.19,0.09
0.560934644,0.996273026,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,-1,-1,0.552264204,0.997260898,0,0,1,0,2.8,62,2.9,0.02,0.02
0.569586522,0.995133985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3,60,6.4,0.560934644,0.996273026,0,0,1,0,5.9,60,3.9,0,0
0.569586522,0.995133985,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9,56,7.3,0.560934644,0.996273026,0,0,1,0,5.9,58,2.9,0.13,0.01
0.569586522,0.995133985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7,61,5.7,0.560934644,0.996273026,0,0,0,1,5.1,63,2.4,0.92,0.13
0.569586522,0.995133985,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.4,61,7.4,0.560934644,0.996273026,0,0,1,0,4.6,64,2.2,0.44,0.22
0.569586522,0.995133985,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,58,6.1,0.560934644,0.996273026,0,0,1,0,4.8,62,2.6,0.28,0.2
0.569586522,0.995133985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6,53,6.5,0.560934644,0.996273026,0,0,1,0,5.3,61,2.9,0.45,0.31
0.569586522,0.995133985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6,55,6.4,0.560934644,0.996273026,0,0,1,0,5.8,59,3.7,0.55,0.34
0.569586522,0.995133985,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.4,54,5.7,0.560934644,0.996273026,0,0,1,0,6.2,56,3.9,0.42,0.39
0.569586522,0.995133985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.4,60,5.6,0.560934644,0.996273026,0,0,1,0,6.4,56,3.6,0.17,0.23
0.569586522,0.995133985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3,61,5.5,0.560934644,0.996273026,0,0,1,0,6.4,54,4.6,0.09,0.12
0.569586522,0.995133985,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4,60,4.4,0.560934644,0.996273026,0,0,1,0,-1,-1,-1,0.02,0.03
0.578217204,0.993844121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,4.2,0.569586522,0.995133985,0,0,0,1,2.3,60,6.4,0,0
0.578217204,0.993844121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,56,4.7,0.569586522,0.995133985,0,0,1,0,1.9,56,7.3,0.01,0.04
0.578217204,0.993844121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,54,4.3,0.569586522,0.995133985,0,0,0,1,1.7,61,5.7,0.13,0.2
0.578217204,0.993844121,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,57,3.6,0.569586522,0.995133985,0,0,1,0,1.4,61,7.4,0.22,0.58
0.578217204,0.993844121,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,58,4.2,0.569586522,0.995133985,0,0,1,0,1,58,6.1,0.2,0.81
0.578217204,0.993844121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,56,3.7,0.569586522,0.995133985,0,0,0,1,0.6,53,6.5,0.31,0.78
0.578217204,0.993844121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,56,4.9,0.569586522,0.995133985,0,0,0,1,0.6,55,6.4,0.34,0.67
0.578217204,0.993844121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2,57,3.8,0.569586522,0.995133985,0,0,1,0,0.4,54,5.7,0.39,0.44
0.578217204,0.993844121,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1,57,3.6,0.569586522,0.995133985,0,0,0,1,0.4,60,5.6,0.23,0.34
0.578217204,0.993844121,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3,59,3.7,0.569586522,0.995133985,0,0,0,1,0.3,61,5.5,0.12,0.12
0.578217204,0.993844121,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3,56,3.5,0.569586522,0.995133985,0,0,0,1,0.4,60,4.4,0.03,0.03
0.586824059,0.992403827,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,60,5.4,0.578217204,0.993844121,0,0,0,1,1,60,4.2,0,0
0.586824059,0.992403827,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9,60,5,0.578217204,0.993844121,0,0,0,1,0.8,56,4.7,0.04,0.13
0.586824059,0.992403827,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2,51,5.5,0.578217204,0.993844121,0,0,0,1,0.7,54,4.3,0.2,0.18
0.586824059,0.992403827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.1,61,5.1,0.578217204,0.993844121,0,0,0,1,0.6,57,3.6,0.58,0.33
0.586824059,0.992403827,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.5,51,6.7,0.578217204,0.993844121,0,0,1,0,0.5,58,4.2,0.81,0.54
0.586824059,0.992403827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.7,60,6.5,0.578217204,0.993844121,0,0,0,1,0.5,56,3.7,0.78,0.49
0.586824059,0.992403827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.6,60,7.4,0.578217204,0.993844121,0,0,0,1,0,56,4.9,0.67,0.11
0.586824059,0.992403827,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.3,60,6.7,0.578217204,0.993844121,0,0,1,0,0.2,57,3.8,0.44,0.22
0.586824059,0.992403827,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.2,46,7.1,0.578217204,0.993844121,0,0,1,0,0.1,57,3.6,0.34,0.16
0.586824059,0.992403827,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.4,51,7.4,0.578217204,0.993844121,0,0,1,0,0.3,59,3.7,0.12,0.1
0.586824059,0.992403827,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.4,62,8.2,0.578217204,0.993844121,0,0,1,0,0.3,56,3.5,0.03,0.01
0.595404468,0.990813542,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,68,3.4,0.586824059,0.992403827,0,0,1,0,4,60,5.4,0,0
0.595404468,0.990813542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3,69,3.7,0.586824059,0.992403827,0,0,1,0,3.9,60,5,0.13,0.06
0.595404468,0.990813542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,60,3.3,0.586824059,0.992403827,0,0,1,0,4.2,51,5.5,0.18,0.22
0.595404468,0.990813542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.4,56,3.5,0.586824059,0.992403827,0,0,0,1,4.1,61,5.1,0.33,0.4
0.595404468,0.990813542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.7,60,3.2,0.586824059,0.992403827,0,0,1,0,4.5,51,6.7,0.54,0.36
0.595404468,0.990813542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.9,62,4.3,0.586824059,0.992403827,0,0,0,1,4.7,60,6.5,0.49,0.61
0.595404468,0.990813542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.7,65,3.9,0.586824059,0.992403827,0,0,0,1,4.6,60,7.4,0.11,0.61
0.595404468,0.990813542,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.6,67,3.5,0.586824059,0.992403827,0,0,1,0,4.3,60,6.7,0.22,0.46
0.595404468,0.990813542,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,70,4.2,0.586824059,0.992403827,0,0,1,0,4.2,46,7.1,0.16,0.54
0.595404468,0.990813542,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.2,67,3,0.586824059,0.992403827,0,0,1,0,4.4,51,7.4,0.1,0.19
0.595404468,0.990813542,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.1,66,2.9,0.586824059,0.992403827,0,0,1,0,4.4,62,8.2,0.01,0.04
0.603955815,0.989073751,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8,59,1.2,0.595404468,0.990813542,0,0,1,0,0.1,68,3.4,0,0
0.603955815,0.989073751,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4,62,1.4,0.595404468,0.990813542,0,0,0,1,-0.3,69,3.7,0.06,0.17
0.603955815,0.989073751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.2,62,1.1,0.595404468,0.990813542,0,0,0,1,0.6,60,3.3,0.22,0.55
0.603955815,0.989073751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.9,62,1.9,0.595404468,0.990813542,0,0,0,1,1.4,56,3.5,0.4,1.42
0.603955815,0.989073751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.2,64,1.8,0.595404468,0.990813542,0,0,0,1,1.7,60,3.2,0.36,1.43
0.603955815,0.989073751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.5,63,1.6,0.595404468,0.990813542,0,0,0,1,1.9,62,4.3,0.61,1.58
0.603955815,0.989073751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,67,2.2,0.595404468,0.990813542,0,0,0,1,1.7,65,3.9,0.61,1.89
0.603955815,0.989073751,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,-1,-1,0.595404468,0.990813542,0,0,1,0,1.6,67,3.5,0.46,1.37
0.603955815,0.989073751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8,69,2,0.595404468,0.990813542,0,0,1,0,1.4,70,4.2,0.54,1.16
0.603955815,0.989073751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.7,70,1.7,0.595404468,0.990813542,0,0,1,0,1.2,67,3,0.19,0.28
0.603955815,0.989073751,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7,71,2,0.595404468,0.990813542,0,0,1,0,1.1,66,2.9,0.04,0.04
0.612475497,0.987184983,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,49,0.4,0.603955815,0.989073751,0,0,1,0,3.8,59,1.2,0,0
0.612475497,0.987184983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.1,54,3.2,0.603955815,0.989073751,0,0,1,0,3.4,62,1.4,0.17,0.08
0.612475497,0.987184983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.8,56,3.2,0.603955815,0.989073751,0,0,1,0,3.2,62,1.1,0.55,0.36
0.612475497,0.987184983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.9,60,3.2,0.603955815,0.989073751,0,0,0,1,2.9,62,1.9,1.42,0.59
0.612475497,0.987184983,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.7,64,5.2,0.603955815,0.989073751,0,0,0,1,2.2,64,1.8,1.43,1.66
0.612475497,0.987184983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.2,60,6,0.603955815,0.989073751,0,0,0,1,1.5,63,1.6,1.58,1.89
0.612475497,0.987184983,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.7,52,4.2,0.603955815,0.989073751,0,0,0,1,1,67,2.2,1.89,1.96
0.612475497,0.987184983,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.4,47,4.7,0.603955815,0.989073751,0,0,1,0,-1,-1,-1,1.37,1.56
0.612475497,0.987184983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,53,5.3,0.603955815,0.989073751,0,0,0,1,0.8,69,2,1.16,0.65
0.612475497,0.987184983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,58,6.1,0.603955815,0.989073751,0,0,0,1,0.7,70,1.7,0.28,0.23
0.612475497,0.987184983,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.4,62,6.1,0.603955815,0.989073751,0,0,1,0,0.7,71,2,0.04,0.07
0.620960917,0.985147814,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1,63,10.8,0.612475497,0.987184983,0,0,1,0,5.5,49,0.4,0,0
0.620960917,0.985147814,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,85,7.6,0.612475497,0.987184983,0,0,1,0,6.1,54,3.2,0.08,0.07
0.620960917,0.985147814,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.5,54,11.2,0.612475497,0.987184983,0,0,0,1,5.8,56,3.2,0.36,0.26
