00000277,36.53331,129.40936
00000278,36.35611,128.68863
00000279,36.13055,128.32054
00000281,35.97743,128.95142
00000284,35.66740,127.90900
00000285,35.56503,128.16986
00000288,35.49148,128.74410
00000289,35.41299,127.87910
00000294,34.88818,128.60452
00000295,34.81663,127.92641
10014010,37.70944,128.59888
10014020,37.38444,128.67333
10014080,37.59166,128.77666
10014090,37.20361,128.85222
10014100,37.36583,128.99722
10024010,37.44722,128.48194
10024060,37.42666,128.39416
10024090,37.65027,128.32472
10024100,37.45388,128.34527
10024110,37.52555,128.37722
10024120,37.55166,128.39305
10024130,37.61055,128.43944
10024140,37.40472,128.45638
10024150,37.53722,128.45638
10024160,37.67444,128.46277
10034050,37.08222,128.48388
10034060,36.86361,128.08833
10034070,36.83972,128.37194
10044010,36.66055,127.73750
10044020,36.84722,127.99416
10044030,36.76250,127.99750
10044060,36.51055,127.80611
10044080,36.63805,127.88583
10044090,36.54055,127.83500
10044110,36.61750,127.65833
10044150,36.93416,127.68583
10044160,36.66000,127.87444
10044170,36.74027,127.67111
10044180,36.54111,127.78638
10054010,37.20444,127.75388
10054020,37.08666,127.91472
10054030,37.08638,127.75138
10064020,37.49222,127.98500
10064030,37.42444,127.75138
10064040,37.58333,128.15000
10064050,37.36222,127.83972
10064060,37.30500,127.81027
10064070,37.29777,127.93944
10064080,37.46138,128.06555
10064090,37.38055,127.99777
10074010,37.48638,127.49000
10074030,37.29527,127.64805
10074040,37.55638,127.71055
10074050,37.03444,127.60694
10074060,37.27694,127.44305
10074070,37.19750,127.60555
10074080,37.07666,127.37444
10074090,37.14583,127.52750
10074100,37.39722,127.67944
10074110,37.53055,127.34611
10074120,37.40194,127.43972
10104010,38.10583,127.70861
10104020,38.17583,127.53611
10104030,38.21000,127.94305
10104040,38.12555,127.53083
10104050,38.11722,127.77722
10104060,38.19333,127.93111
10104070,38.03750,127.64527
10104080,38.15805,127.64944
10114050,38.15972,128.37500
10124020,37.96944,128.07916
10124110,37.96444,128.41277
10124120,37.84972,128.50333
10124170,37.93083,127.79083
10134010,37.89277,127.72250
10134020,37.83138,127.51805
10134030,37.92138,127.56611
10144010,37.70611,127.91000
10144020,37.71361,128.18666
10144040,37.81638,128.08694
10144050,37.69361,127.67083
10144060,37.59111,127.84527
10144070,37.75638,127.97638
10144080,37.66833,128.01472
10144090,37.81555,127.84944
10144100,37.87166,128.02666
10154010,37.81777,127.35361
10154020,37.71277,127.39666
10154030,37.59277,127.47750
10164010,37.42944,127.25472
10164020,37.47916,127.18500
10164030,37.28111,127.22000
10164040,37.20277,127.24527
10164050,37.32972,127.24277
10164060,37.23138,127.28388
10164070,37.23361,127.18694
10164080,37.40638,127.26305
10174020,37.52722,127.28333
10184010,37.74472,127.04638
10184020,37.78611,127.22833
10184040,37.39277,127.05083
10184060,37.63583,127.21166
10184080,37.49500,126.88750
10184090,37.40472,126.90305
10184100,37.46888,127.12250
10184110,37.65000,127.15194
10184120,37.79111,127.21138
10184125,37.70222,127.05166
10184130,37.36000,127.06944
10184140,37.55250,127.05555
10184150,37.42333,126.98750
10184160,37.47944,126.81250
10184170,37.35305,126.94555
10184180,37.45138,127.15138
10184190,37.67472,127.08583
10184200,37.62416,127.05000
10184210,37.39638,126.97972
10184220,37.72583,127.19000
10184230,37.33750,127.11777
10194010,37.61527,126.71555
10204010,38.06527,127.11277
10204020,38.13527,127.07527
10214010,38.05638,127.01750
10224010,38.12500,127.26722
10224020,38.00944,127.21638
10224030,38.24500,127.37611
10224040,38.00805,127.33638
10224050,37.91083,127.00527
10224060,37.96361,127.13111
10224070,37.83000,127.14333
10224080,38.22416,127.23361
10224090,37.90222,127.28527
10224100,38.16666,127.41666
10234010,37.90416,126.74194
10234020,37.85694,126.87972
10234030,37.78083,126.85194
10234040,37.92861,126.85777
11014010,37.09916,127.09027
11014020,37.00805,127.27888
11014030,37.16833,127.31000
11014040,37.08166,126.94416
11014050,36.94972,127.14805
11014060,37.21027,126.97972
11014070,37.09611,127.02888
11014080,36.98361,127.08000
11014090,37.22611,127.09388
11014100,37.14166,127.19583
11014110,36.87805,127.19916
11014120,37.02916,127.20333
11014130,36.94472,127.26305
11014140,37.98777,127.00416
12024010,37.31222,126.86444
12024020,37.35083,126.88083
20014010,36.81611,128.96194
20014020,36.57444,128.80583
20014030,36.70416,128.81083
20014040,36.98527,128.87250
20014050,36.66111,128.88722
20014060,36.84611,128.88888
20014070,37.16305,128.98638
20014080,37.04750,129.06361
20014090,36.93305,129.12111
20014160,37.12250,128.95222
20014230,36.05916,128.88944
20024020,36.55861,128.71916
20024030,36.27583,128.89583
20024050,36.43166,128.91083
20024060,36.56472,128.91833
20024130,36.30111,129.05111
20034010,36.53000,128.36500
20034020,36.49083,128.65833
20034030,36.59944,128.57777
20034040,36.47027,128.66972
20044010,36.83083,128.62027
20044020,36.97805,128.65111
20044030,36.77333,128.31444
20044050,36.89805,128.46666
20044070,36.70722,128.33694
20044080,36.61944,128.48777
20044090,36.73888,128.45555
20044100,36.87055,128.52000
20044110,36.88861,128.73250
20054010,36.59638,128.00694
20054020,36.58944,128.21666
20054030,36.46361,127.97833
20054040,36.54388,128.15888
20054060,36.56666,127.91194
20054070,36.74250,128.08194
20054080,36.57500,127.98388
20064010,36.42805,128.15861
20064020,36.47944,128.10805
20074010,36.49861,128.26861
20084010,36.34416,128.69722
20084020,36.24361,128.56333
20084030,36.38416,128.44000
20084050,36.09750,128.58305
20084060,36.15666,128.58722
20084070,36.06277,128.65527
20084090,36.12777,128.69694
20084100,36.12722,128.75194
20084110,36.10694,128.74861
20084130,36.17555,128.71472
20084140,36.28611,128.57861
20084150,36.19388,128.56416
20084160,36.18166,128.67222
20094010,36.35750,128.30111
20094020,36.27305,128.34277
20104010,36.11888,128.11027
20104020,35.98472,128.02666
20104050,36.22777,128.30888
20114010,36.00027,128.39444
20114020,36.13055,128.49555
20114030,35.88083,128.39027
20114040,36.11083,128.39666
20124010,35.96611,128.92250
20124020,36.16027,129.09111
20124030,36.04611,128.79583
20124040,35.82027,128.82166
20124070,36.05944,128.72333
20124080,35.78388,128.60055
20124090,35.89166,128.63444
20124100,36.13000,128.99416
20124120,36.00166,129.07805
20124130,35.93055,128.87555
20124150,35.82777,128.75361
20124160,35.98305,128.55583
20124170,35.95055,128.83750
20134010,35.72916,128.27777
20134020,35.70527,128.16777
20134030,35.89361,128.18833
20134040,35.81500,128.16694
20144010,35.70277,128.43416
20144020,35.81222,128.47416
20144030,35.75277,128.38694
20154010,35.82444,127.91888
20154020,35.80277,127.78194
20164030,35.57194,128.29277
20174010,35.53055,128.45305
20174020,35.46638,128.32472
20174030,35.47861,128.23638
20174040,35.52750,128.35916
20184060,35.45000,127.55166
20184070,35.69888,127.68500
20184100,35.35138,127.84194
20184110,35.48111,127.93055
20184150,35.35972,127.64194
20184160,35.27222,127.77638
20194030,35.17333,128.26333
20194040,35.29250,128.40055
20194050,35.31333,128.29527
20194060,35.39083,128.42916
20194070,35.34111,128.19472
20194075,35.09861,128.19083
20204010,35.45361,128.52777
20204020,35.36527,128.71416
20204030,35.39555,128.60083
20204040,35.38333,128.48361
20204050,35.52277,128.65194
20214020,35.46111,128.78527
20214030,35.56583,128.86250
20214040,35.69138,128.75694
20214050,35.79194,128.87250
20214090,35.64750,128.59444
20224010,35.41861,129.06666
20224030,35.22972,128.87527
20224040,35.35750,129.03611
20224050,35.38250,128.82166
20224060,35.20361,128.99361
21014010,36.07611,129.19555
21014020,35.77277,129.30388
21014040,35.85861,129.08500
21014050,36.11833,129.15500
21014060,35.99500,129.17916
21014070,35.83805,129.20166
21014080,35.93277,129.20777
21014090,35.70138,129.20694
21014100,36.05194,129.23833
21014110,35.92250,129.29027
21014120,35.75416,129.29444
21014130,35.84333,129.32138
21014140,35.99805,129.30694
22014010,35.60833,129.04111
22014020,35.62555,129.35583
22014030,35.52361,129.15861
22014050,35.71666,129.32638
22014080,35.55277,129.30916
22014090,35.57222,129.20444
23014010,35.41888,129.17222
24014010,36.76166,129.20972
25044010,35.10611,128.92500
30014010,35.78333,127.42305
30014020,35.84277,127.64972
30014040,35.64805,127.52277
30014080,35.96222,127.36527
30014120,35.81666,127.69722
30034010,36.01194,127.66305
30034020,35.93138,127.65666
30034040,35.88583,127.77694
30054010,36.34250,127.96000
30054020,36.10777,127.91750
30054040,36.39222,127.95138
30054050,36.44750,127.95222
30054060,36.25694,128.02027
30074010,36.34611,127.79416
30074030,36.48500,127.71666
30074050,36.43555,127.82194
30074070,36.37333,127.73361
30074080,36.47361,127.66416
30074090,36.54277,127.67833
30074100,36.27583,127.73222
30074110,36.43777,127.73472
30074130,36.49111,127.86083
30084030,36.39416,127.66166
30084070,36.45500,127.44416
30094010,36.21000,127.37833
30094020,36.37833,127.41000
30094030,36.26666,127.27888
30094040,36.35166,127.35000
30094050,36.32361,127.43444
30104010,36.52916,127.37111
30114010,36.76555,127.30055
30114020,36.64666,127.48138
30114030,36.86916,127.45611
30114040,36.57805,127.57750
30114050,36.97250,127.48388
30114060,36.78388,127.57250
30114070,36.59250,127.29250
30114090,37.00277,127.55527
30114100,36.76194,127.39805
30124010,36.47027,127.12777
30124020,36.21750,126.76250
30124040,36.45361,126.80666
30124050,36.41638,126.94750
30124060,36.60861,127.12027
30124070,36.40361,127.24305
30124080,36.34555,127.06805
30124090,36.27583,126.89166
30124100,36.55361,126.95055
30124110,36.51472,127.19611
30134010,36.21333,127.20694
30134020,36.09111,127.27916
30134040,36.14027,127.24166
30134050,36.16388,127.13138
30144010,36.15444,127.00888
30144020,36.07972,126.96527
30144030,36.02944,126.75694
30144040,36.08916,126.80361
30144050,36.03388,127.03500
31014010,36.59972,126.65722
31014020,36.68972,126.79777
31014030,36.70138,126.66527
31014090,36.84333,126.71083
31014100,36.51638,126.78805
31014110,36.60000,126.86111
31014120,36.75138,126.97333
31014130,36.77888,127.11500
31014140,36.70305,127.11333
31014150,36.82166,126.93361
31014192,36.56083,126.77916
32034010,36.21027,126.67666
32034020,36.28861,126.67777
20184340,35.29333,127.52889
33014010,35.97861,127.20833
33014020,35.98750,126.84889
33014070,35.72028,127.12000
33014080,35.85472,126.95889
33014090,36.00139,127.02250
33014100,35.87944,127.09750
33014110,35.94194,127.17083
33014120,35.85722,127.17556
33024020,35.77417,127.01306
33024030,35.62139,126.77139
33024040,35.82833,126.88889
33024050,35.65389,126.93722
33024070,35.61889,127.04472
33024080,35.57861,126.84944
40024030,35.49639,127.15000
40024040,35.56750,127.16889
40024050,35.42333,127.21583
40034010,35.54528,127.33306
40034020,35.43944,127.24528
40034030,35.63000,127.34778
40044010,35.26139,127.11694
40044030,35.37472,127.13333
40044040,35.39278,127.20917
40044060,35.33139,127.21667
40054020,35.40861,127.39139
40054030,35.54556,127.53861
40054040,35.31889,127.31139
40064010,35.29472,127.32944
40084010,35.16028,127.34667
40084020,35.12667,127.25000
40094050,35.24306,127.70944
40094060,35.16556,127.45417
40094070,35.23194,127.52750
40094080,35.23389,127.64500
40094090,35.06667,127.74056
40094100,35.11083,127.80833
40094110,35.19861,127.37417
40094120,35.18167,127.62639
40094140,35.13722,127.68333
40094150,35.10167,127.42861
40094160,35.21111,127.47472
41044040,34.93167,127.49111
50014020,35.14361,126.90472
50014030,35.20000,126.98944
50014040,35.11500,126.99694
50014050,35.37333,127.01389
50014060,35.27056,126.93583
50024020,35.44722,126.77528
50024030,35.35444,126.81972
50034030,34.96417,126.84444
50034040,35.00333,126.89639
50034050,35.08611,126.86639
50034060,35.03111,127.04139
50034070,34.87528,126.97111
50044030,35.09778,126.77306
50044040,34.95750,126.78917
50054010,35.23194,126.64583
50054020,35.11139,126.61194
50064020,35.06778,126.51778
50074010,34.85000,126.64361
50084010,34.78611,126.44917
51014020,34.71722,126.81278
51014030,34.80083,126.83417
51014080,34.70333,126.77306
51014090,34.63611,126.81639
51014100,34.73139,126.90611
