기준_년_코드,기준_분기_코드,행정동_코드,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,보정영업지수1,보정영업지수2,보정영업지수3,보정영업지수4
2019,4,11680655,도곡1동,HL,상권축소,115,51,110,54,-1.824230654,-0.415977185,-0.094854792,-0.021629627
2019,4,11680650,역삼2동,HL,상권축소,112,47,110,54,-2.052259486,-0.467974333,-0.10671164,-0.024333331
2019,4,11680640,역삼1동,LL,다이나믹,109,47,110,54,-0.643601719,-0.069037195,-0.00740541,-0.000794356
2019,4,11680630,대치4동,LL,다이나믹,90,47,110,54,1.394470391,0.14958059,0.016045054,0.001721104
2019,4,11680610,대치2동,LL,다이나믹,109,52,110,54,-0.107266953,-0.011506199,-0.001234235,-0.000132393
2019,4,11680600,대치1동,LL,다이나믹,106,53,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11680590,삼성2동,LL,다이나믹,99,49,110,54,0.643601719,0.069037195,0.00740541,0.000794356
2019,4,11680580,삼성1동,LH,상권확장,110,56,110,54,0.341804777,0.058415253,0.009983306,0.001706171
2019,4,11680565,청담동,LL,다이나믹,100,51,110,54,0.750868672,0.080543395,0.008639645,0.000926748
2019,4,11680545,압구정동,LL,다이나믹,107,49,110,54,-0.214533906,-0.023012398,-0.00246847,-0.000264785
2019,4,11680531,논현2동,LL,다이나믹,100,49,110,54,0.536334766,0.057530996,0.006171175,0.000661963
2019,4,11680521,논현1동,LL,다이나믹,101,48,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11680510,신사동,LL,다이나믹,98,50,110,54,0.858135625,0.092049594,0.009873879,0.001059141
2019,4,11650660,내곡동,HH,정체,118,63,110,54,0.10017211,0.010034452,0.001005172,0.00010069
2019,4,11650652,양재2동,HL,상권축소,127,52,110,54,-4.332547804,-0.987945814,-0.22528013,-0.051370365
2019,4,11650651,양재1동,LL,다이나믹,110,53,110,54,-0.107266953,-0.011506199,-0.001234235,-0.000132393
2019,4,11650621,방배4동,HH,정체,122,54,110,54,-1.20206532,-0.120413419,-0.012062066,-0.001208283
2019,4,11650620,방배3동,HH,정체,131,54,110,54,-2.10361431,-0.210723484,-0.021108616,-0.002114495
2019,4,11650610,방배2동,LH,상권확장,106,56,110,54,1.025414332,0.175245759,0.029949919,0.005118513
2019,4,11650600,방배1동,HL,상권축소,114,53,110,54,-1.140144159,-0.259985741,-0.059284245,-0.013518517
2019,4,11650590,방배본동,HL,상권축소,115,51,110,54,-1.824230654,-0.415977185,-0.094854792,-0.021629627
2019,4,11650581,반포4동,HH,정체,137,63,110,54,-1.80309798,-0.180620129,-0.018093099,-0.001812424
2019,4,11650580,반포3동,HH,정체,123,60,110,54,-0.70120477,-0.070241161,-0.007036205,-0.000704832
2019,4,11650570,반포2동,HH,정체,121,67,110,54,0.20034422,0.020068903,0.002010344,0.00020138
2019,4,11650560,반포1동,LL,다이나믹,106,46,110,54,-0.429067813,-0.046024797,-0.00493694,-0.00052957
2019,4,11650550,반포본동,HH,정체,132,59,110,54,-1.70292587,-0.170585677,-0.017087927,-0.001711734
2019,4,11650540,잠원동,LL,다이나믹,110,51,110,54,-0.321800859,-0.034518598,-0.003702705,-0.000397178
2019,4,11650531,서초4동,HL,상권축소,112,52,110,54,-0.912115327,-0.207988592,-0.047427396,-0.010814814
2019,4,11650530,서초3동,HH,정체,119,55,110,54,-0.80137688,-0.080275613,-0.008041378,-0.000805522
2019,4,11650520,서초2동,LL,다이나믹,107,49,110,54,-0.214533906,-0.023012398,-0.00246847,-0.000264785
2019,4,11650510,서초1동,HH,정체,120,55,110,54,-0.90154899,-0.090310065,-0.00904655,-0.000906212
2019,4,11620775,난곡동,HH,정체,117,58,110,54,-0.30051633,-0.030103355,-0.003015517,-0.000302071
2019,4,11620765,미성동,HH,정체,116,54,110,54,-0.60103266,-0.06020671,-0.006031033,-0.000604141
2019,4,11620745,삼성동,HH,정체,131,60,110,54,-1.50258165,-0.150516774,-0.015077583,-0.001510353
2019,4,11620735,대학동,LL,다이나믹,101,51,110,54,0.643601719,0.069037195,0.00740541,0.000794356
2019,4,11620725,조원동,HL,상권축소,121,49,110,54,-3.648461308,-0.83195437,-0.189709583,-0.043259255
2019,4,11620715,난향동,LL,다이나믹,102,49,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11620695,신림동,LL,다이나믹,105,49,110,54,0,0,0,0
2019,4,11620685,신사동,LL,다이나믹,107,50,110,54,-0.107266953,-0.011506199,-0.001234235,-0.000132393
2019,4,11620665,서림동,LH,상권확장,106,55,110,54,0.854511944,0.146038132,0.024958266,0.004265427
2019,4,11620655,신원동,LL,다이나믹,106,52,110,54,0.214533906,0.023012398,0.00246847,0.000264785
2019,4,11620645,서원동,LH,상권확장,107,54,110,54,0.512707166,0.087622879,0.014974959,0.002559256
2019,4,11620630,남현동,LH,상권확장,109,55,110,54,0.341804777,0.058415253,0.009983306,0.001706171
2019,4,11620625,인헌동,LL,다이나믹,106,53,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11620615,중앙동,LL,다이나믹,106,52,110,54,0.214533906,0.023012398,0.00246847,0.000264785
2019,4,11620605,은천동,LL,다이나믹,107,51,110,54,0,0,0,0
2019,4,11620595,청룡동,LL,다이나믹,106,51,110,54,0.107266953,0.011506199,0.001234235,0.000132393
2019,4,11620585,낙성대동,LL,다이나믹,92,52,110,54,1.716271251,0.184099188,0.019747759,0.002118282
2019,4,11620575,행운동,HL,상권축소,114,52,110,54,-1.368172991,-0.311982889,-0.071141094,-0.01622222
2019,4,11620565,성현동,LL,다이나믹,100,50,110,54,0.643601719,0.069037195,0.00740541,0.000794356
2019,4,11620545,청림동,LH,상권확장,104,58,110,54,1.709023887,0.292076265,0.049916531,0.008530854
2019,4,11620525,보라매동,LL,다이나믹,102,52,110,54,0.643601719,0.069037195,0.00740541,0.000794356
2019,4,11590680,신대방2동,HL,상권축소,112,53,110,54,-0.684086495,-0.155991444,-0.035570547,-0.00811111
2019,4,11590670,신대방1동,HL,상권축소,114,51,110,54,-1.596201822,-0.363980037,-0.082997943,-0.018925924
2019,4,11590660,대방동,HH,정체,111,54,110,54,-0.10017211,-0.010034452,-0.001005172,-0.00010069
