기준_년_코드,기준_분기_코드,행정동_코드,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,보정영업지수1,보정영업지수2,보정영업지수3,보정영업지수4
2019,4,11590651,사당5동,LL,다이나믹,109,53,110,54,0,0,0,0
2019,4,11590650,사당4동,HL,상권축소,113,52,110,54,-1.140144159,-0.259985741,-0.059284245,-0.013518517
2019,4,11590640,사당3동,LH,상권확장,109,54,110,54,0.170902389,0.029207626,0.004991653,0.000853085
2019,4,11590630,사당2동,LL,다이나믹,106,53,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11590620,사당1동,LL,다이나믹,104,51,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11590605,흑석동,LH,상권확장,108,59,110,54,1.196316721,0.204453385,0.034941572,0.005971598
2019,4,11590560,상도4동,LH,상권확장,108,54,110,54,0.341804777,0.058415253,0.009983306,0.001706171
2019,4,11590550,상도3동,LL,다이나믹,107,53,110,54,0.214533906,0.023012398,0.00246847,0.000264785
2019,4,11590540,상도2동,HH,정체,120,56,110,54,-0.80137688,-0.080275613,-0.008041378,-0.000805522
2019,4,11590530,상도1동,LH,상권확장,100,56,110,54,2.050828665,0.350491518,0.059899838,0.010237025
2019,4,11590520,노량진2동,HH,정체,130,60,110,54,-1.40240954,-0.140482323,-0.014072411,-0.001409663
2019,4,11590510,노량진1동,HH,정체,135,73,110,54,-0.60103266,-0.06020671,-0.006031033,-0.000604141
2019,4,11560720,대림3동,LL,다이나믹,107,47,110,54,-0.429067813,-0.046024797,-0.00493694,-0.00052957
2019,4,11560710,대림2동,LL,다이나믹,98,46,110,54,0.429067813,0.046024797,0.00493694,0.00052957
2019,4,11560700,대림1동,HL,상권축소,121,50,110,54,-3.420432476,-0.779957222,-0.177852734,-0.040555551
2019,4,11560690,신길7동,HL,상권축소,111,53,110,54,-0.456057664,-0.103994296,-0.023713698,-0.005407407
2019,4,11560680,신길6동,HL,상권축소,116,53,110,54,-1.596201822,-0.363980037,-0.082997943,-0.018925924
2019,4,11560670,신길5동,HH,정체,114,55,110,54,-0.30051633,-0.030103355,-0.003015517,-0.000302071
2019,4,11560660,신길4동,HH,정체,116,56,110,54,-0.40068844,-0.040137806,-0.004020689,-0.000402761
2019,4,11560650,신길3동,HH,정체,133,58,110,54,-1.90327009,-0.190654581,-0.019098272,-0.001913114
2019,4,11560630,신길1동,HH,정체,128,55,110,54,-1.70292587,-0.170585677,-0.017087927,-0.001711734
2019,4,11560620,양평2동,LL,다이나믹,109,53,110,54,0,0,0,0
2019,4,11560610,양평1동,HL,상권축소,113,53,110,54,-0.912115327,-0.207988592,-0.047427396,-0.010814814
2019,4,11560605,문래동,LH,상권확장,103,55,110,54,1.36721911,0.233661012,0.039933225,0.006824684
2019,4,11560585,도림동,HH,정체,111,54,110,54,-0.10017211,-0.010034452,-0.001005172,-0.00010069
2019,4,11560560,당산2동,LL,다이나믹,102,52,110,54,0.643601719,0.069037195,0.00740541,0.000794356
2019,4,11560550,당산1동,HL,상권축소,116,53,110,54,-1.596201822,-0.363980037,-0.082997943,-0.018925924
2019,4,11560540,여의동,HL,상권축소,122,53,110,54,-2.964374813,-0.675962926,-0.154139036,-0.035148144
2019,4,11560535,영등포동,HH,정체,124,59,110,54,-0.90154899,-0.090310065,-0.00904655,-0.000906212
2019,4,11560515,영등포본동,LH,상권확장,105,55,110,54,1.025414332,0.175245759,0.029949919,0.005118513
2019,4,11545710,시흥5동,HL,상권축소,114,53,110,54,-1.140144159,-0.259985741,-0.059284245,-0.013518517
2019,4,11545700,시흥4동,HL,상권축소,112,48,110,54,-1.824230654,-0.415977185,-0.094854792,-0.021629627
2019,4,11545690,시흥3동,HH,정체,139,58,110,54,-2.504302749,-0.25086129,-0.025129305,-0.002517255
2019,4,11545680,시흥2동,LL,다이나믹,97,52,110,54,1.179936485,0.126568192,0.013576584,0.001456319
2019,4,11545670,시흥1동,HH,정체,112,54,110,54,-0.20034422,-0.020068903,-0.002010344,-0.00020138
2019,4,11545640,독산4동,LL,다이나믹,110,52,110,54,-0.214533906,-0.023012398,-0.00246847,-0.000264785
2019,4,11545630,독산3동,HL,상권축소,119,49,110,54,-3.192403645,-0.727960074,-0.165995885,-0.037851848
2019,4,11545620,독산2동,HL,상권축소,111,52,110,54,-0.684086495,-0.155991444,-0.035570547,-0.00811111
2019,4,11545610,독산1동,LH,상권확장,101,55,110,54,1.709023887,0.292076265,0.049916531,0.008530854
2019,4,11545510,가산동,LL,다이나믹,90,48,110,54,1.501737344,0.161086789,0.017279289,0.001853497
2019,4,11530790,수궁동,LH,상권확장,108,55,110,54,0.512707166,0.087622879,0.014974959,0.002559256
2019,4,11530780,오류2동,LL,다이나믹,91,52,110,54,1.823538204,0.195605387,0.020981994,0.002250675
2019,4,11530770,오류1동,HH,정체,114,56,110,54,-0.20034422,-0.020068903,-0.002010344,-0.00020138
2019,4,11530760,개봉3동,HL,상권축소,125,51,110,54,-4.104518972,-0.935948666,-0.213423281,-0.048666661
2019,4,11530750,개봉2동,LH,상권확장,110,56,110,54,0.341804777,0.058415253,0.009983306,0.001706171
2019,4,11530740,개봉1동,HH,정체,112,54,110,54,-0.20034422,-0.020068903,-0.002010344,-0.00020138
2019,4,11530730,고척2동,LH,상권확장,110,54,110,54,0,0,0,0
2019,4,11530720,고척1동,HL,상권축소,111,52,110,54,-0.684086495,-0.155991444,-0.035570547,-0.00811111
2019,4,11530595,가리봉동,HL,상권축소,120,53,110,54,-2.508317149,-0.571968629,-0.130425338,-0.029740738
2019,4,11530560,구로5동,LL,다이나믹,102,51,110,54,0.536334766,0.057530996,0.006171175,0.000661963
2019,4,11530550,구로4동,HL,상권축소,111,49,110,54,-1.368172991,-0.311982889,-0.071141094,-0.01622222
2019,4,11530540,구로3동,LL,다이나믹,91,48,110,54,1.394470391,0.14958059,0.016045054,0.001721104
2019,4,11530530,구로2동,HH,정체,129,54,110,54,-1.90327009,-0.190654581,-0.019098272,-0.001913114
2019,4,11530520,구로1동,HH,정체,128,55,110,54,-1.70292587,-0.170585677,-0.017087927,-0.001711734
2019,4,11530510,신도림동,LL,다이나믹,97,49,110,54,0.858135625,0.092049594,0.009873879,0.001059141
2019,4,11500641,방화3동,HL,상권축소,115,53,110,54,-1.368172991,-0.311982889,-0.071141094,-0.01622222
2019,4,11500640,방화2동,LL,다이나믹,106,53,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11500630,방화1동,LL,다이나믹,99,50,110,54,0.750868672,0.080543395,0.008639645,0.000926748
2019,4,11500620,공항동,LL,다이나믹,103,50,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11500615,우장산동,LL,다이나믹,93,49,110,54,1.287203438,0.138074391,0.014810819,0.001588711
2019,4,11500611,발산1동,LH,상권확장,97,56,110,54,2.563535831,0.438114397,0.074874797,0.012796282
2019,4,11500605,가양3동,LH,상권확장,105,54,110,54,0.854511944,0.146038132,0.024958266,0.004265427
2019,4,11500604,가양2동,LL,다이나믹,103,50,110,54,0.321800859,0.034518598,0.003702705,0.000397178
2019,4,11500603,가양1동,LL,다이나믹,49,45,110,54,5.577881564,0.59832236,0.064180217,0.006884416
2019,4,11500593,화곡8동,LL,다이나믹,99,49,110,54,0.643601719,0.069037195,0.00740541,0.000794356
