adstrd_nm,adstrd_cd,raw_dn_nm,raw_dn_cd,tot_popltn_co,tot_hshld_co,hshld_pprty_popltn_co,avrg_income_amount_am
경기도 용인시 처인구 원삼면,4146134000,고당리,4146134021,8227,3875,2.12,2630.24
경기도 용인시 처인구 백암면,4146135000,가좌리,4146135033,8997,4336,2.07,1743.25
경기도 용인시 처인구 백암면,4146135000,가창리,4146135032,8997,4336,2.07,1815.34
경기도 용인시 처인구 백암면,4146135000,근곡리,4146135031,8997,4336,2.07,1729.67
경기도 용인시 처인구 백암면,4146135000,근창리,4146135030,8997,4336,2.07,2653.48
경기도 용인시 처인구 백암면,4146135000,근삼리,4146135029,8997,4336,2.07,1674.66
경기도 용인시 처인구 백암면,4146135000,용천리,4146135028,8997,4336,2.07,1668.67
경기도 용인시 처인구 백암면,4146135000,석천리,4146135027,8997,4336,2.07,1661.50
경기도 용인시 처인구 백암면,4146135000,장평리,4146135026,8997,4336,2.07,1673.83
경기도 용인시 처인구 백암면,4146135000,옥산리,4146135025,8997,4336,2.07,1595.85
경기도 용인시 처인구 백암면,4146135000,고안리,4146135024,8997,4336,2.07,1668.25
경기도 용인시 처인구 백암면,4146135000,백봉리,4146135023,8997,4336,2.07,2078.87
경기도 용인시 처인구 백암면,4146135000,박곡리,4146135022,8997,4336,2.07,1775.89
경기도 용인시 처인구 백암면,4146135000,백암리,4146135021,8997,4336,2.07,2181.81
경기도 용인시 처인구 양지면,4146136000,송문리,4146136030,19951,8133,2.45,2609.59
경기도 용인시 처인구 양지면,4146136000,주북리,4146136029,19951,8133,2.45,2400.09
경기도 용인시 처인구 양지면,4146136000,대대리,4146136028,19951,8133,2.45,2790.86
경기도 용인시 처인구 양지면,4146136000,정수리,4146136027,19951,8133,2.45,2572.59
경기도 용인시 처인구 양지면,4146136000,식금리,4146136026,19951,8133,2.45,2668.36
경기도 용인시 처인구 양지면,4146136000,추계리,4146136025,19951,8133,2.45,2991.21
경기도 용인시 처인구 양지면,4146136000,제일리,4146136024,19951,8133,2.45,3061.48
경기도 용인시 처인구 양지면,4146136000,평창리,4146136023,19951,8133,2.45,3227.13
경기도 용인시 처인구 양지면,4146136000,남곡리,4146136022,19951,8133,2.45,3053.67
경기도 용인시 처인구 양지면,4146136000,양지리,4146136021,19951,8133,2.45,3131.02
경기도 용인시 처인구 중앙동,4146151000,남동,4146110400,24516,11425,2.15,4857.56
경기도 용인시 처인구 중앙동,4146151000,김량장동,4146110100,24516,11425,2.15,3547.94
경기도 용인시 처인구 역삼동,4146152000,삼가동,4146110300,43611,17121,2.55,4487.04
경기도 용인시 처인구 역삼동,4146152000,역북동,4146110200,43611,17121,2.55,4174.42
경기도 용인시 처인구 유림동,4146153000,고림동,4146110600,35652,13417,2.66,3986.32
경기도 용인시 처인구 유림동,4146153000,유방동,4146110500,35652,13417,2.66,3256.84
경기도 용인시 처인구 동부동,4146154000,해곡동,4146111000,13310,5755,2.31,2792.92
경기도 용인시 처인구 동부동,4146154000,호동,4146110900,13310,5755,2.31,2775.16
경기도 용인시 처인구 동부동,4146154000,운학동,4146110800,13310,5755,2.31,2702.98
경기도 용인시 처인구 동부동,4146154000,마평동,4146110700,13310,5755,2.31,3368.54
경기도 용인시 기흥구 신갈동,4146351000,신갈동,4146310100,38651,15402,2.51,4352.04
경기도 용인시 기흥구 구갈동,4146352000,구갈동,4146310200,41986,17514,2.40,5083.37
경기도 용인시 기흥구 상갈동,4146353000,상갈동,4146310300,46608,18114,2.57,4391.76
경기도 용인시 기흥구 기흥동,4146354000,고매동,4146310800,21054,8309,2.53,4999.44
경기도 용인시 기흥구 기흥동,4146354000,공세동,4146310700,21054,8309,2.53,4937.16
경기도 용인시 기흥구 서농동,4146355000,서천동,4146311000,25366,10620,2.39,4910.76
경기도 용인시 기흥구 서농동,4146355000,농서동,4146310900,25366,10620,2.39,3351.70
경기도 용인시 기흥구 구성동,4146356000,청덕동,4146311400,39650,14685,2.70,4290.39
경기도 용인시 기흥구 구성동,4146356000,언남동,4146311200,39650,14685,2.70,5596.36
경기도 용인시 기흥구 마북동,4146357000,마북동,4146311300,32417,12056,2.69,5974.94
경기도 용인시 기흥구 상하동,4146358600,상하동,4146311700,24852,8974,2.77,4873.75
경기도 용인시 기흥구 보정동,4146359000,보정동,4146311800,36004,13004,2.77,6863.58
경기도 용인시 수지구 풍덕천1동,4146551000,풍덕천동,4146510100,36079,14895,2.42,5668.16
경기도 용인시 수지구 풍덕천2동,4146552000,풍덕천동,4146510100,41985,14891,2.82,5668.16
경기도 용인시 수지구 신봉동,4146553000,신봉동,4146510500,37882,13174,2.88,6333.83
경기도 용인시 수지구 죽전1동,4146554000,죽전동,4146510200,57254,20730,2.76,5584.80
경기도 용인시 수지구 죽전2동,4146555000,죽전동,4146510200,18799,7476,2.51,5584.80
경기도 용인시 수지구 동천동,4146556000,고기동,4146510400,44880,16906,2.65,5197.91
경기도 용인시 수지구 동천동,4146556000,동천동,4146510300,44880,16906,2.65,6158.03
경기도 용인시 수지구 상현1동,4146557000,상현동,4146510700,48919,17520,2.79,6297.27
경기도 용인시 수지구 상현2동,4146558000,상현동,4146510700,33236,11252,2.95,6297.27
경기도 용인시 수지구 성복동,4146559000,성복동,4146510600,46110,15849,2.91,7362.51
경기도 파주시 문산읍,4148025000,이천리,4148025030,48927,21107,2.32,1911.69
경기도 파주시 문산읍,4148025000,내포리,4148025029,48927,21107,2.32,2446.39
경기도 파주시 문산읍,4148025000,장산리,4148025028,48927,21107,2.32,2020.47
경기도 파주시 문산읍,4148025000,마정리,4148025027,48927,21107,2.32,1997.82
경기도 파주시 문산읍,4148025000,사목리,4148025026,48927,21107,2.32,2304.23
경기도 파주시 문산읍,4148025000,운천리,4148025025,48927,21107,2.32,2106.15
경기도 파주시 문산읍,4148025000,임진리,4148025024,48927,21107,2.32,2096.45
경기도 파주시 문산읍,4148025000,선유리,4148025023,48927,21107,2.32,3778.66
경기도 파주시 문산읍,4148025000,당동리,4148025022,48927,21107,2.32,4834.58
경기도 파주시 문산읍,4148025000,문산리,4148025021,48927,21107,2.32,4192.98
경기도 파주시 파주읍,4148025300,연풍리,4148025327,13263,7143,1.86,2566.57
경기도 파주시 파주읍,4148025300,파주리,4148025326,13263,7143,1.86,2563.47
경기도 파주시 파주읍,4148025300,백석리,4148025325,13263,7143,1.86,2021.83
경기도 파주시 파주읍,4148025300,봉암리,4148025324,13263,7143,1.86,2338.80
경기도 파주시 파주읍,4148025300,부곡리,4148025323,13263,7143,1.86,2069.57
경기도 파주시 파주읍,4148025300,향양리,4148025322,13263,7143,1.86,2046.95
경기도 파주시 파주읍,4148025300,봉서리,4148025321,13263,7143,1.86,2232.37
경기도 파주시 법원읍,4148025600,금곡리,4148025630,11113,5545,2.00,1829.87
경기도 파주시 법원읍,4148025600,웅담리,4148025629,11113,5545,2.00,1807.22
경기도 파주시 법원읍,4148025600,직천리,4148025628,11113,5545,2.00,2028.58
경기도 파주시 법원읍,4148025600,갈곡리,4148025627,11113,5545,2.00,2032.01
경기도 파주시 법원읍,4148025600,삼방리,4148025626,11113,5545,2.00,1907.73
경기도 파주시 법원읍,4148025600,대능리,4148025625,11113,5545,2.00,2152.09
경기도 파주시 법원읍,4148025600,동문리,4148025624,11113,5545,2.00,2023.89
경기도 파주시 법원읍,4148025600,가야리,4148025623,11113,5545,2.00,2819.04
경기도 파주시 법원읍,4148025600,법원리,4148025622,11113,5545,2.00,2471.93
경기도 파주시 법원읍,4148025600,오현리,4148025621,11113,5545,2.00,1775.73
경기도 파주시 조리읍,4148026200,대원리,4148026227,30625,12837,2.39,6245.40
경기도 파주시 조리읍,4148026200,능안리,4148026226,30625,12837,2.39,2922.74
경기도 파주시 조리읍,4148026200,오산리,4148026225,30625,12837,2.39,2675.15
경기도 파주시 조리읍,4148026200,장곡리,4148026224,30625,12837,2.39,2920.76
경기도 파주시 조리읍,4148026200,등원리,4148026223,30625,12837,2.39,3024.47
경기도 파주시 조리읍,4148026200,뇌조리,4148026222,30625,12837,2.39,2399.34
경기도 파주시 조리읍,4148026200,봉일천리,4148026221,30625,12837,2.39,4481.49
경기도 파주시 월롱면,4148031000,영태리,4148031025,10003,7414,1.35,2914.29
경기도 파주시 월롱면,4148031000,능산리,4148031024,10003,7414,1.35,2507.19
경기도 파주시 월롱면,4148031000,도내리,4148031022,10003,7414,1.35,2220.37
경기도 파주시 월롱면,4148031000,위전리,4148031021,10003,7414,1.35,2418.47
경기도 파주시 월롱면,4148031000,덕은리,4148031023,10003,7414,1.35,3076.41
경기도 파주시 탄현면,4148032000,금산리,4148032031,13725,7136,1.92,2286.28
경기도 파주시 탄현면,4148032000,낙하리,4148032030,13725,7136,1.92,2820.20
경기도 파주시 탄현면,4148032000,오금리,4148032029,13725,7136,1.92,2253.63
경기도 파주시 탄현면,4148032000,금승리,4148032028,13725,7136,1.92,2494.82
경기도 파주시 탄현면,4148032000,축현리,4148032027,13725,7136,1.92,2573.96
경기도 파주시 탄현면,4148032000,만우리,4148032026,13725,7136,1.92,2316.09
경기도 파주시 탄현면,4148032000,대동리,4148032025,13725,7136,1.92,2749.41
경기도 파주시 탄현면,4148032000,문지리,4148032024,13725,7136,1.92,2472.44
경기도 파주시 탄현면,4148032000,갈현리,4148032023,13725,7136,1.92,2193.17
경기도 파주시 탄현면,4148032000,법흥리,4148032022,13725,7136,1.92,5067.27
경기도 파주시 탄현면,4148032000,성동리,4148032021,13725,7136,1.92,2983.73
경기도 파주시 광탄면,4148035000,영장리,4148035029,11686,5894,1.98,1902.54
경기도 파주시 광탄면,4148035000,기산리,4148035028,11686,5894,1.98,2006.96
경기도 파주시 광탄면,4148035000,신산리,4148035027,11686,5894,1.98,3082.83
경기도 파주시 광탄면,4148035000,용미리,4148035026,11686,5894,1.98,1865.40
경기도 파주시 광탄면,4148035000,창만리,4148035025,11686,5894,1.98,1713.56
경기도 파주시 광탄면,4148035000,발랑리,4148035024,11686,5894,1.98,1824.24
경기도 파주시 광탄면,4148035000,마장리,4148035023,11686,5894,1.98,1814.83
경기도 파주시 광탄면,4148035000,방축리,4148035022,11686,5894,1.98,1704.00
경기도 파주시 광탄면,4148035000,분수리,4148035021,11686,5894,1.98,1878.23
경기도 파주시 파평면,4148036000,눌노리,4148036028,3947,2027,1.95,1582.60
경기도 파주시 파평면,4148036000,장파리,4148036027,3947,2027,1.95,1523.50
경기도 파주시 파평면,4148036000,금파리,4148036026,3947,2027,1.95,1754.87
경기도 파주시 파평면,4148036000,율곡리,4148036024,3947,2027,1.95,1890.29
경기도 파주시 파평면,4148036000,마산리,4148036023,3947,2027,1.95,1622.64
경기도 파주시 파평면,4148036000,두포리,4148036022,3947,2027,1.95,1685.35
경기도 파주시 파평면,4148036000,덕천리,4148036021,3947,2027,1.95,1676.06
경기도 파주시 적성면,4148037000,자장리,4148037036,7560,3569,2.12,1677.80
경기도 파주시 적성면,4148037000,마지리,4148037035,7560,3569,2.12,3471.91
경기도 파주시 적성면,4148037000,두지리,4148037034,7560,3569,2.12,1702.22
경기도 파주시 적성면,4148037000,적암리,4148037033,7560,3569,2.12,1654.97
경기도 파주시 적성면,4148037000,설마리,4148037032,7560,3569,2.12,1443.72
경기도 파주시 적성면,4148037000,주월리,4148037031,7560,3569,2.12,1560.21
경기도 파주시 적성면,4148037000,식현리,4148037030,7560,3569,2.12,1589.97
경기도 파주시 적성면,4148037000,답곡리,4148037029,7560,3569,2.12,1618.60
경기도 파주시 적성면,4148037000,율포리,4148037028,7560,3569,2.12,1624.86
경기도 파주시 적성면,4148037000,무건리,4148037027,7560,3569,2.12,1436.08
경기도 파주시 적성면,4148037000,가월리,4148037026,7560,3569,2.12,1483.61
경기도 파주시 적성면,4148037000,객현리,4148037025,7560,3569,2.12,1628.45
경기도 파주시 적성면,4148037000,구읍리,4148037024,7560,3569,2.12,2595.80
경기도 파주시 적성면,4148037000,장현리,4148037023,7560,3569,2.12,1629.03
경기도 파주시 적성면,4148037000,어유지리,4148037021,7560,3569,2.12,1550.20
경기도 파주시 진동면,4148040000,동파리,4148040021,157,74,2.12,2032.00
경기도 파주시 금촌1동,4148051000,금릉동,4148012300,22561,11774,1.92,4537.49
경기도 파주시 금촌1동,4148051000,아동동,4148010200,22561,11774,1.92,5368.25
경기도 파주시 금촌1동,4148051000,금촌동,4148010100,22561,11774,1.92,4679.52
경기도 파주시 금촌2동,4148052000,금릉동,4148012300,34099,13010,2.62,4537.49
경기도 파주시 금촌2동,4148052000,금촌동,4148010100,34099,13010,2.62,4679.52
경기도 파주시 금촌3동,4148053000,맥금동,4148010600,27664,11266,2.46,2798.01
경기도 파주시 금촌3동,4148053000,검산동,4148010500,27664,11266,2.46,4732.90
경기도 파주시 금촌3동,4148053000,야동동,4148010400,27664,11266,2.46,4159.34
경기도 파주시 금촌3동,4148053000,아동동,4148010200,27664,11266,2.46,5368.25
경기도 파주시 금촌3동,4148053000,금촌동,4148010100,27664,11266,2.46,4679.52
경기도 파주시 교하동,4148054000,연다산동,4148012100,41165,15872,2.59,2858.44
경기도 파주시 교하동,4148054000,신촌동,4148012000,41165,15872,2.59,3764.22
경기도 파주시 교하동,4148054000,서패동,4148011900,41165,15872,2.59,3391.33
경기도 파주시 교하동,4148054000,하지석동,4148011800,41165,15872,2.59,2819.29
경기도 파주시 교하동,4148054000,목동동,4148011700,41165,15872,2.59,6632.53
경기도 파주시 교하동,4148054000,송촌동,4148011600,41165,15872,2.59,3514.40
경기도 파주시 교하동,4148054000,문발동,4148011500,41165,15872,2.59,5741.72
경기도 파주시 교하동,4148054000,당하동,4148011400,41165,15872,2.59,3379.69
경기도 파주시 교하동,4148054000,동패동,4148011300,41165,15872,2.59,6581.77
경기도 파주시 교하동,4148054000,산남동,4148011200,41165,15872,2.59,3967.02
경기도 파주시 교하동,4148054000,오도동,4148011000,41165,15872,2.59,2923.31
경기도 파주시 교하동,4148054000,다율동,4148010900,41165,15872,2.59,7113.63
경기도 파주시 교하동,4148054000,교하동,4148010700,41165,15872,2.59,3803.18
경기도 파주시 운정1동,4148055000,와동동,4148012200,45145,16624,2.72,7150.06
경기도 파주시 운정1동,4148055000,당하동,4148011400,45145,16624,2.72,3379.69
경기도 파주시 운정1동,4148055000,상지석동,4148011100,45145,16624,2.72,4431.71
경기도 파주시 운정1동,4148055000,교하동,4148010700,45145,16624,2.72,3803.18
경기도 파주시 운정2동,4148056000,목동동,4148011700,60170,22320,2.70,6632.53
경기도 파주시 운정3동,4148057000,동패동,4148011300,71431,27258,2.62,6581.77
경기도 파주시 운정3동,4148057000,야당동,4148010800,71431,27258,2.62,7076.84
경기도 이천시 장호원읍,4150025000,노탑리,4150025033,15053,6501,2.32,3018.97
경기도 이천시 장호원읍,4150025000,풍계리,4150025032,15053,6501,2.32,1710.05
경기도 이천시 장호원읍,4150025000,와현리,4150025031,15053,6501,2.32,1706.02
경기도 이천시 장호원읍,4150025000,나래리,4150025030,15053,6501,2.32,1760.57
경기도 이천시 장호원읍,4150025000,이황리,4150025029,15053,6501,2.32,2808.54
경기도 이천시 장호원읍,4150025000,선읍리,4150025028,15053,6501,2.32,1803.40
경기도 이천시 장호원읍,4150025000,방추리,4150025027,15053,6501,2.32,1769.46
경기도 이천시 장호원읍,4150025000,송산리,4150025026,15053,6501,2.32,1722.60
경기도 이천시 장호원읍,4150025000,대서리,4150025025,15053,6501,2.32,1756.51
경기도 이천시 장호원읍,4150025000,어석리,4150025024,15053,6501,2.32,1673.12
경기도 이천시 장호원읍,4150025000,진암리,4150025023,15053,6501,2.32,4203.58
경기도 이천시 장호원읍,4150025000,오남리,4150025022,15053,6501,2.32,1775.86
경기도 이천시 장호원읍,4150025000,장호원리,4150025021,15053,6501,2.32,2521.06
경기도 이천시 부발읍,4150025300,응암리,4150025334,36183,14618,2.48,3740.21
경기도 이천시 부발읍,4150025300,가산리,4150025333,36183,14618,2.48,3302.01
경기도 이천시 부발읍,4150025300,송온리,4150025332,36183,14618,2.48,2300.67
경기도 이천시 부발읍,4150025300,수정리,4150025331,36183,14618,2.48,2363.18
경기도 이천시 부발읍,4150025300,아미리,4150025330,36183,14618,2.48,5840.81
경기도 이천시 부발읍,4150025300,가좌리,4150025329,36183,14618,2.48,2963.25
경기도 이천시 부발읍,4150025300,신하리,4150025328,36183,14618,2.48,4561.86
경기도 이천시 부발읍,4150025300,산촌리,4150025327,36183,14618,2.48,2706.10
경기도 이천시 부발읍,4150025300,마암리,4150025326,36183,14618,2.48,3780.77
경기도 이천시 부발읍,4150025300,대관리,4150025325,36183,14618,2.48,2366.55
경기도 이천시 부발읍,4150025300,고백리,4150025324,36183,14618,2.48,2302.80
경기도 이천시 부발읍,4150025300,신원리,4150025323,36183,14618,2.48,3159.69
경기도 이천시 부발읍,4150025300,죽당리,4150025322,36183,14618,2.48,2618.76
경기도 이천시 부발읍,4150025300,무촌리,4150025321,36183,14618,2.48,3650.10
경기도 이천시 신둔면,4150031000,소정리,4150031033,13330,6073,2.19,2286.40
경기도 이천시 신둔면,4150031000,마교리,4150031032,13330,6073,2.19,2449.34
경기도 이천시 신둔면,4150031000,인후리,4150031031,13330,6073,2.19,2081.20
경기도 이천시 신둔면,4150031000,용면리,4150031030,13330,6073,2.19,1873.13
경기도 이천시 신둔면,4150031000,고척리,4150031029,13330,6073,2.19,2256.99
경기도 이천시 신둔면,4150031000,수남리,4150031028,13330,6073,2.19,3032.36
경기도 이천시 신둔면,4150031000,수하리,4150031027,13330,6073,2.19,4850.05
경기도 이천시 신둔면,4150031000,도암리,4150031026,13330,6073,2.19,2125.32
경기도 이천시 신둔면,4150031000,도봉리,4150031025,13330,6073,2.19,4539.29
경기도 이천시 신둔면,4150031000,장동리,4150031024,13330,6073,2.19,1959.53
경기도 이천시 신둔면,4150031000,지석리,4150031023,13330,6073,2.19,2107.77
경기도 이천시 신둔면,4150031000,남정리,4150031022,13330,6073,2.19,2752.42
경기도 이천시 신둔면,4150031000,수광리,4150031021,13330,6073,2.19,3527.28
경기도 이천시 백사면,4150032000,백우리,4150032032,11008,4677,2.35,2021.94
경기도 이천시 백사면,4150032000,상용리,4150032031,11008,4677,2.35,1955.83
경기도 이천시 백사면,4150032000,내촌리,4150032030,11008,4677,2.35,2260.30
경기도 이천시 백사면,4150032000,우곡리,4150032029,11008,4677,2.35,2108.33
경기도 이천시 백사면,4150032000,조읍리,4150032028,11008,4677,2.35,3741.58
경기도 이천시 백사면,4150032000,도지리,4150032027,11008,4677,2.35,2076.01
경기도 이천시 백사면,4150032000,모전리,4150032026,11008,4677,2.35,4031.41
경기도 이천시 백사면,4150032000,신대리,4150032025,11008,4677,2.35,2038.99
경기도 이천시 백사면,4150032000,송말리,4150032024,11008,4677,2.35,2125.37
경기도 이천시 백사면,4150032000,도립리,4150032023,11008,4677,2.35,2192.85
경기도 이천시 백사면,4150032000,경사리,4150032022,11008,4677,2.35,2260.99
경기도 이천시 백사면,4150032000,현방리,4150032021,11008,4677,2.35,2621.47
경기도 이천시 호법면,4150033000,송갈리,4150033029,5814,2695,2.16,1937.26
경기도 이천시 호법면,4150033000,주미리,4150033028,5814,2695,2.16,1992.04
경기도 이천시 호법면,4150033000,주박리,4150033027,5814,2695,2.16,1994.10
경기도 이천시 호법면,4150033000,동산리,4150033026,5814,2695,2.16,2059.48
경기도 이천시 호법면,4150033000,매곡리,4150033025,5814,2695,2.16,2605.42
경기도 이천시 호법면,4150033000,단천리,4150033024,5814,2695,2.16,2013.93
경기도 이천시 호법면,4150033000,후안리,4150033023,5814,2695,2.16,3119.59
경기도 이천시 호법면,4150033000,안평리,4150033022,5814,2695,2.16,2281.75
경기도 이천시 호법면,4150033000,유산리,4150033021,5814,2695,2.16,3587.50
경기도 이천시 마장면,4150034000,작촌리,4150034033,12218,5612,2.18,1863.44
경기도 이천시 마장면,4150034000,해월리,4150034032,12218,5612,2.18,3366.90
경기도 이천시 마장면,4150034000,이평리,4150034031,12218,5612,2.18,2244.82
경기도 이천시 마장면,4150034000,덕평리,4150034030,12218,5612,2.18,3089.56
경기도 이천시 마장면,4150034000,각평리,4150034029,12218,5612,2.18,1849.17
경기도 이천시 마장면,4150034000,이치리,4150034028,12218,5612,2.18,2154.15
경기도 이천시 마장면,4150034000,표교리,4150034027,12218,5612,2.18,2403.41
경기도 이천시 마장면,4150034000,목리,4150034026,12218,5612,2.18,2037.27
경기도 이천시 마장면,4150034000,장암리,4150034025,12218,5612,2.18,2399.57
경기도 이천시 마장면,4150034000,회억리,4150034024,12218,5612,2.18,2529.32
경기도 이천시 마장면,4150034000,관리,4150034023,12218,5612,2.18,2406.79
경기도 이천시 마장면,4150034000,양촌리,4150034022,12218,5612,2.18,2716.81
경기도 이천시 마장면,4150034000,오천리,4150034021,12218,5612,2.18,3775.88
경기도 이천시 대월면,4150035000,부필리,4150035034,14419,6906,2.09,2063.39
경기도 이천시 대월면,4150035000,장평리,4150035033,14419,6906,2.09,2105.26
경기도 이천시 대월면,4150035000,송라리,4150035032,14419,6906,2.09,2185.94
경기도 이천시 대월면,4150035000,군량리,4150035031,14419,6906,2.09,2225.13
경기도 이천시 대월면,4150035000,구시리,4150035030,14419,6906,2.09,2217.30
경기도 이천시 대월면,4150035000,도리리,4150035029,14419,6906,2.09,2111.47
경기도 이천시 대월면,4150035000,대흥리,4150035028,14419,6906,2.09,2521.17
경기도 이천시 대월면,4150035000,대대리,4150035027,14419,6906,2.09,2774.17
경기도 이천시 대월면,4150035000,사동리,4150035026,14419,6906,2.09,4640.28
경기도 이천시 대월면,4150035000,초지리,4150035025,14419,6906,2.09,4286.99
경기도 이천시 모가면,4150036000,두미리,4150036031,4507,2211,2.04,1816.76
경기도 이천시 모가면,4150036000,어농리,4150036030,4507,2211,2.04,2219.82
경기도 이천시 모가면,4150036000,신갈리,4150036029,4507,2211,2.04,1942.01
경기도 이천시 모가면,4150036000,소고리,4150036028,4507,2211,2.04,1921.77
경기도 이천시 모가면,4150036000,원두리,4150036027,4507,2211,2.04,1816.71
경기도 이천시 모가면,4150036000,양평리,4150036026,4507,2211,2.04,1971.97
경기도 이천시 모가면,4150036000,소사리,4150036025,4507,2211,2.04,1790.59
경기도 이천시 모가면,4150036000,송곡리,4150036024,4507,2211,2.04,1881.55
경기도 이천시 모가면,4150036000,산내리,4150036023,4507,2211,2.04,1889.96
경기도 이천시 모가면,4150036000,서경리,4150036022,4507,2211,2.04,2248.84
경기도 이천시 모가면,4150036000,진가리,4150036021,4507,2211,2.04,2303.67
경기도 이천시 설성면,4150037000,대죽리,4150037032,4880,2501,1.95,1682.11
경기도 이천시 설성면,4150037000,수산리,4150037031,4880,2501,1.95,1638.56
경기도 이천시 설성면,4150037000,상봉리,4150037030,4880,2501,1.95,1661.48
경기도 이천시 설성면,4150037000,송계리,4150037029,4880,2501,1.95,1608.91
경기도 이천시 설성면,4150037000,암산리,4150037028,4880,2501,1.95,1667.69
경기도 이천시 설성면,4150037000,자석리,4150037027,4880,2501,1.95,1651.66
경기도 이천시 설성면,4150037000,장천리,4150037026,4880,2501,1.95,1724.81
경기도 이천시 설성면,4150037000,신필리,4150037025,4880,2501,1.95,1676.87
경기도 이천시 설성면,4150037000,제요리,4150037024,4880,2501,1.95,1622.75
경기도 이천시 설성면,4150037000,행죽리,4150037023,4880,2501,1.95,1654.41
경기도 이천시 설성면,4150037000,장능리,4150037022,4880,2501,1.95,1714.75
경기도 이천시 설성면,4150037000,금당리,4150037021,4880,2501,1.95,1935.74
경기도 이천시 율면,4150038000,총곡리,4150038030,2743,1468,1.87,1341.46
경기도 이천시 율면,4150038000,월포리,4150038029,2743,1468,1.87,1403.92
경기도 이천시 율면,4150038000,오성리,4150038028,2743,1468,1.87,1443.40
경기도 이천시 율면,4150038000,산성리,4150038027,2743,1468,1.87,1488.33
경기도 이천시 율면,4150038000,석산리,4150038026,2743,1468,1.87,1442.08
경기도 이천시 율면,4150038000,산양리,4150038025,2743,1468,1.87,1361.45
경기도 이천시 율면,4150038000,북두리,4150038024,2743,1468,1.87,1448.33
경기도 이천시 율면,4150038000,본죽리,4150038023,2743,1468,1.87,1456.24
경기도 이천시 율면,4150038000,신추리,4150038022,2743,1468,1.87,1394.84
경기도 이천시 율면,4150038000,고당리,4150038021,2743,1468,1.87,2022.43
경기도 이천시 창전동,4150051000,창전동,4150010100,17593,8335,2.11,3519.05
경기도 이천시 증포동,4150051500,송정동,4150011000,53636,18244,2.94,5377.75
경기도 이천시 증포동,4150051500,증포동,4150010900,53636,18244,2.94,5963.76
경기도 이천시 증포동,4150051500,갈산동,4150010800,53636,18244,2.94,5328.81
경기도 이천시 증포동,4150051500,안흥동,4150010700,53636,18244,2.94,5294.55
경기도 이천시 중리동,4150052000,대포동,4150011300,14512,7574,1.92,2056.52
경기도 이천시 중리동,4150052000,단월동,4150011200,14512,7574,1.92,2442.47
경기도 이천시 중리동,4150052000,진리동,4150010600,14512,7574,1.92,2732.22
경기도 이천시 중리동,4150052000,율현동,4150010500,14512,7574,1.92,2344.00
경기도 이천시 중리동,4150052000,증일동,4150010400,14512,7574,1.92,6366.05
경기도 이천시 중리동,4150052000,중리동,4150010300,14512,7574,1.92,3841.07
경기도 이천시 중리동,4150052000,장록동,4150011500,14512,7574,1.92,2404.48
경기도 이천시 중리동,4150052000,고담동,4150011400,14512,7574,1.92,4498.08
경기도 이천시 관고동,4150053000,사음동,4150011100,10329,4835,2.14,3463.17
경기도 이천시 관고동,4150053000,관고동,4150010200,10329,4835,2.14,4105.00
경기도 안성시 공도읍,4155025000,진사리,4155025031,57512,23168,2.48,3987.01
경기도 안성시 공도읍,4155025000,마정리,4155025030,57512,23168,2.48,3678.55
경기도 안성시 공도읍,4155025000,만정리,4155025029,57512,23168,2.48,4811.56
경기도 안성시 공도읍,4155025000,불당리,4155025028,57512,23168,2.48,2087.21
경기도 안성시 공도읍,4155025000,건천리,4155025027,57512,23168,2.48,2088.43
경기도 안성시 공도읍,4155025000,승두리,4155025026,57512,23168,2.48,2636.93
경기도 안성시 공도읍,4155025000,용두리,4155025025,57512,23168,2.48,4029.59
경기도 안성시 공도읍,4155025000,중복리,4155025024,57512,23168,2.48,2168.86
경기도 안성시 공도읍,4155025000,신두리,4155025023,57512,23168,2.48,2196.05
경기도 안성시 공도읍,4155025000,웅교리,4155025022,57512,23168,2.48,2185.92
경기도 안성시 공도읍,4155025000,양기리,4155025021,57512,23168,2.48,4787.99
경기도 안성시 보개면,4155031000,북가현리,4155031039,5556,2700,2.06,1647.64
경기도 안성시 보개면,4155031000,남풍리,4155031038,5556,2700,2.06,1649.19
경기도 안성시 보개면,4155031000,동평리,4155031037,5556,2700,2.06,1627.53
경기도 안성시 보개면,4155031000,신안리,4155031036,5556,2700,2.06,1697.15
경기도 안성시 보개면,4155031000,가율리,4155031035,5556,2700,2.06,1628.88
경기도 안성시 보개면,4155031000,구사리,4155031034,5556,2700,2.06,1609.12
경기도 안성시 보개면,4155031000,복평리,4155031033,5556,2700,2.06,1714.40
경기도 안성시 보개면,4155031000,곡천리,4155031032,5556,2700,2.06,1654.43
경기도 안성시 보개면,4155031000,동신리,4155031031,5556,2700,2.06,1667.09
경기도 안성시 보개면,4155031000,내방리,4155031030,5556,2700,2.06,1987.33
경기도 안성시 보개면,4155031000,불현리,4155031029,5556,2700,2.06,1727.33
경기도 안성시 보개면,4155031000,이전리,4155031028,5556,2700,2.06,1747.79
경기도 안성시 보개면,4155031000,오두리,4155031027,5556,2700,2.06,1609.62
경기도 안성시 보개면,4155031000,양복리,4155031026,5556,2700,2.06,1733.72
경기도 안성시 보개면,4155031000,신장리,4155031025,5556,2700,2.06,1585.33
경기도 안성시 보개면,4155031000,상삼리,4155031024,5556,2700,2.06,1696.97
