adstrd_nm,adstrd_cd,raw_dn_nm,raw_dn_cd,tot_popltn_co,tot_hshld_co,hshld_pprty_popltn_co,avrg_income_amount_am
서울특별시 종로구 종로1.2.3.4가동,1111061500,운니동,1111013200,7331,5275,1.39,2999.33
서울특별시 종로구 종로1.2.3.4가동,1111061500,권농동,1111013100,7331,5275,1.39,2754.86
서울특별시 종로구 종로1.2.3.4가동,1111061500,와룡동,1111013000,7331,5275,1.39,3610.16
서울특별시 종로구 종로1.2.3.4가동,1111061500,견지동,1111012900,7331,5275,1.39,4524.47
서울특별시 종로구 종로1.2.3.4가동,1111061500,관훈동,1111012800,7331,5275,1.39,5215.30
서울특별시 종로구 종로1.2.3.4가동,1111061500,공평동,1111012700,7331,5275,1.39,7065.33
서울특별시 종로구 종로1.2.3.4가동,1111061500,종로1가,1111012600,7331,5275,1.39,3312.67
서울특별시 종로구 종로1.2.3.4가동,1111061500,중학동,1111012500,7331,5275,1.39,14089.50
서울특별시 종로구 종로1.2.3.4가동,1111061500,수송동,1111012400,7331,5275,1.39,3834.57
서울특별시 종로구 종로1.2.3.4가동,1111061500,청진동,1111012200,7331,5275,1.39,7793.36
서울특별시 종로구 종로1.2.3.4가동,1111061500,세종로,1111011900,7331,5275,1.39,7271.00
서울특별시 종로구 종로5.6가동,1111063000,충신동,1111016700,5215,3231,1.61,2957.34
서울특별시 종로구 종로5.6가동,1111063000,종로6가,1111016400,5215,3231,1.61,3857.99
서울특별시 종로구 종로5.6가동,1111063000,종로5가,1111016300,5215,3231,1.61,5733.50
서울특별시 종로구 종로5.6가동,1111063000,효제동,1111016200,5215,3231,1.61,3985.61
서울특별시 종로구 종로5.6가동,1111063000,연지동,1111016000,5215,3231,1.61,3676.63
서울특별시 종로구 이화동,1111064000,동숭동,1111016800,7924,4473,1.77,3639.63
서울특별시 종로구 이화동,1111064000,연건동,1111016600,7924,4473,1.77,2677.23
서울특별시 종로구 이화동,1111064000,이화동,1111016500,7924,4473,1.77,3329.72
서울특별시 종로구 혜화동,1111065000,명륜3가,1111017300,17099,9370,1.82,3699.17
서울특별시 종로구 혜화동,1111065000,명륜4가,1111017200,17099,9370,1.82,4290.14
서울특별시 종로구 혜화동,1111065000,명륜2가,1111017100,17099,9370,1.82,5673.16
서울특별시 종로구 혜화동,1111065000,명륜1가,1111017000,17099,9370,1.82,4464.67
서울특별시 종로구 혜화동,1111065000,혜화동,1111016900,17099,9370,1.82,5128.21
서울특별시 종로구 혜화동,1111065000,와룡동,1111013000,17099,9370,1.82,3610.16
서울특별시 종로구 창신제1동,1111067000,창신동,1111017400,5248,2937,1.79,4173.13
서울특별시 종로구 창신제2동,1111068000,창신동,1111017400,8613,4119,2.09,4173.13
서울특별시 종로구 창신제3동,1111069000,창신동,1111017400,7163,2898,2.47,4173.13
서울특별시 종로구 숭인제1동,1111070000,숭인동,1111017500,6263,2978,2.10,3701.39
서울특별시 종로구 숭인제2동,1111071000,숭인동,1111017500,9488,5743,1.65,3701.39
서울특별시 중구 소공동,1114052000,충정로1가,1114017000,2045,1098,1.86,4830.00
서울특별시 중구 소공동,1114052000,의주로1가,1114016900,2045,1098,1.86,4031.80
서울특별시 중구 소공동,1114052000,순화동,1114016800,2045,1098,1.86,5376.32
서울특별시 중구 소공동,1114052000,정동,1114016700,2045,1098,1.86,7478.91
서울특별시 중구 소공동,1114052000,서소문동,1114016600,2045,1098,1.86,6930.29
서울특별시 중구 소공동,1114052000,태평로2가,1114011400,2045,1098,1.86,7605.80
서울특별시 중구 소공동,1114052000,북창동,1114011300,2045,1098,1.86,5292.38
서울특별시 중구 회현동,1114054000,순화동,1114016800,5264,3164,1.66,5376.32
서울특별시 중구 회현동,1114054000,충무로1가,1114012400,5264,3164,1.66,12349.33
서울특별시 중구 회현동,1114054000,회현동2가,1114012200,5264,3164,1.66,9019.28
서울특별시 중구 회현동,1114054000,회현동1가,1114012100,5264,3164,1.66,6843.65
서울특별시 중구 회현동,1114054000,남대문로5가,1114011800,5264,3164,1.66,8457.68
서울특별시 중구 회현동,1114054000,남창동,1114011200,5264,3164,1.66,4575.21
서울특별시 중구 명동,1114055000,예장동,1114014200,2835,1441,1.97,4047.59
서울특별시 중구 명동,1114055000,저동1가,1114013100,2835,1441,1.97,5955.14
서울특별시 중구 명동,1114055000,남산동3가,1114013000,2835,1441,1.97,5241.37
서울특별시 중구 명동,1114055000,남산동2가,1114012900,2835,1441,1.97,5036.16
서울특별시 중구 명동,1114055000,남산동1가,1114012800,2835,1441,1.97,5164.14
서울특별시 중구 명동,1114055000,명동2가,1114012700,2835,1441,1.97,16112.00
서울특별시 중구 명동,1114055000,명동1가,1114012600,2835,1441,1.97,13040.33
서울특별시 중구 명동,1114055000,충무로2가,1114012500,2835,1441,1.97,9961.89
서울특별시 중구 명동,1114055000,충무로1가,1114012400,2835,1441,1.97,12349.33
서울특별시 중구 명동,1114055000,회현동3가,1114012300,2835,1441,1.97,5270.82
서울특별시 중구 명동,1114055000,회현동2가,1114012200,2835,1441,1.97,9019.28
서울특별시 중구 명동,1114055000,회현동1가,1114012100,2835,1441,1.97,6843.65
서울특별시 중구 명동,1114055000,수표동,1114011000,2835,1441,1.97,8876.00
서울특별시 중구 명동,1114055000,수하동,1114010800,2835,1441,1.97,9320.00
서울특별시 중구 명동,1114055000,을지로2가,1114010500,2835,1441,1.97,3234.64
서울특별시 중구 명동,1114055000,태평로1가,1114010300,2835,1441,1.97,6923.00
서울특별시 중구 명동,1114055000,다동,1114010200,2835,1441,1.97,7382.47
서울특별시 중구 명동,1114055000,무교동,1114010100,2835,1441,1.97,9580.00
서울특별시 중구 필동,1114057000,충무로3가,1114015800,4021,2298,1.75,5373.20
서울특별시 중구 필동,1114057000,장충동2가,1114014400,4021,2298,1.75,2828.27
서울특별시 중구 필동,1114057000,예장동,1114014200,4021,2298,1.75,4047.59
서울특별시 중구 필동,1114057000,주자동,1114014100,4021,2298,1.75,5791.50
서울특별시 중구 필동,1114057000,남학동,1114014000,4021,2298,1.75,3928.06
서울특별시 중구 필동,1114057000,필동3가,1114013900,4021,2298,1.75,4429.69
서울특별시 중구 필동,1114057000,필동2가,1114013800,4021,2298,1.75,4798.41
서울특별시 중구 필동,1114057000,필동1가,1114013700,4021,2298,1.75,2528.93
서울특별시 중구 필동,1114057000,묵정동,1114013600,4021,2298,1.75,3328.16
서울특별시 중구 필동,1114057000,충무로5가,1114013300,4021,2298,1.75,2350.41
서울특별시 중구 필동,1114057000,충무로4가,1114013200,4021,2298,1.75,6017.11
서울특별시 중구 장충동,1114058000,장충동2가,1114014400,4711,2694,1.75,2828.27
서울특별시 중구 장충동,1114058000,장충동1가,1114014300,4711,2694,1.75,5446.52
서울특별시 중구 장충동,1114058000,묵정동,1114013600,4711,2694,1.75,3328.16
서울특별시 중구 광희동,1114059000,오장동,1114015400,4931,2943,1.68,2126.48
서울특별시 중구 광희동,1114059000,을지로7가,1114014900,4931,2943,1.68,2355.89
서울특별시 중구 광희동,1114059000,을지로6가,1114014800,4931,2943,1.68,5036.15
서울특별시 중구 광희동,1114059000,쌍림동,1114014700,4931,2943,1.68,3268.24
서울특별시 중구 광희동,1114059000,광희동2가,1114014600,4931,2943,1.68,3452.03
서울특별시 중구 광희동,1114059000,광희동1가,1114014500,4931,2943,1.68,2567.39
서울특별시 중구 광희동,1114059000,예관동,1114013500,4931,2943,1.68,4253.14
서울특별시 중구 광희동,1114059000,인현동2가,1114013400,4931,2943,1.68,3331.40
서울특별시 중구 광희동,1114059000,충무로5가,1114013300,4931,2943,1.68,2350.41
서울특별시 중구 광희동,1114059000,충무로4가,1114013200,4931,2943,1.68,6017.11
서울특별시 중구 을지로동,1114060500,저동2가,1114016100,1806,1344,1.34,4566.71
서울특별시 중구 을지로동,1114060500,인현동1가,1114016000,1806,1344,1.34,3478.62
서울특별시 중구 을지로동,1114060500,초동,1114015900,1806,1344,1.34,4015.45
서울특별시 중구 을지로동,1114060500,산림동,1114015700,1806,1344,1.34,3886.89
서울특별시 중구 을지로동,1114060500,입정동,1114015600,1806,1344,1.34,4231.92
서울특별시 중구 을지로동,1114060500,을지로3가,1114015500,1806,1344,1.34,5103.28
서울특별시 중구 을지로동,1114060500,방산동,1114015300,1806,1344,1.34,4559.32
서울특별시 중구 을지로동,1114060500,주교동,1114015200,1806,1344,1.34,3118.21
서울특별시 중구 을지로동,1114060500,을지로5가,1114015100,1806,1344,1.34,3061.67
서울특별시 중구 을지로동,1114060500,을지로4가,1114015000,1806,1344,1.34,4890.53
서울특별시 중구 신당동,1114061500,무학동,1114016400,7600,4435,1.71,4022.32
서울특별시 중구 신당동,1114061500,흥인동,1114016300,7600,4435,1.71,6085.64
서울특별시 중구 신당동,1114061500,신당동,1114016200,7600,4435,1.71,4688.39
서울특별시 중구 다산동,1114062500,신당동,1114016200,14551,6950,2.09,4688.39
서울특별시 중구 약수동,1114063500,신당동,1114016200,17553,7790,2.25,4688.39
서울특별시 중구 청구동,1114064500,신당동,1114016200,14381,6410,2.24,4688.39
서울특별시 중구 신당제5동,1114065000,신당동,1114016200,10497,5258,2.00,4688.39
서울특별시 중구 동화동,1114066500,신당동,1114016200,10901,4153,2.62,4688.39
서울특별시 중구 황학동,1114067000,황학동,1114016500,12631,6763,1.87,4421.03
서울특별시 중구 중림동,1114068000,만리동2가,1114017400,12682,5852,2.17,5176.98
서울특별시 중구 중림동,1114068000,만리동1가,1114017300,12682,5852,2.17,4648.40
서울특별시 중구 중림동,1114068000,의주로2가,1114017200,12682,5852,2.17,4039.00
서울특별시 중구 중림동,1114068000,중림동,1114017100,12682,5852,2.17,4212.42
서울특별시 용산구 후암동,1117051000,후암동,1117010100,18004,8590,2.10,3999.83
서울특별시 용산구 용산2가동,1117052000,용산동2가,1117010200,10485,5449,1.92,3564.34
서울특별시 용산구 남영동,1117053000,동자동,1117010700,7794,5428,1.44,5006.83
서울특별시 용산구 남영동,1117053000,남영동,1117010500,7794,5428,1.44,4713.04
서울특별시 용산구 남영동,1117053000,갈월동,1117010400,7794,5428,1.44,3432.67
서울특별시 용산구 청파동,1117055500,청파동3가,1117011100,19912,10702,1.86,4103.21
서울특별시 용산구 청파동,1117055500,청파동2가,1117011000,19912,10702,1.86,3632.77
서울특별시 용산구 청파동,1117055500,청파동1가,1117010900,19912,10702,1.86,3496.89
서울특별시 용산구 청파동,1117055500,서계동,1117010800,19912,10702,1.86,3136.31
서울특별시 용산구 원효로제1동,1117056000,신계동,1117012300,15834,7729,2.05,6638.43
서울특별시 용산구 원효로제1동,1117056000,문배동,1117012200,15834,7729,2.05,4802.98
서울특별시 용산구 원효로제1동,1117056000,원효로2가,1117011300,15834,7729,2.05,3625.04
서울특별시 용산구 원효로제1동,1117056000,원효로1가,1117011200,15834,7729,2.05,5418.09
서울특별시 용산구 원효로제2동,1117057000,원효로4가,1117011800,14632,6013,2.43,5959.95
서울특별시 용산구 원효로제2동,1117057000,원효로3가,1117011700,14632,6013,2.43,3467.81
서울특별시 용산구 원효로제2동,1117057000,청암동,1117011600,14632,6013,2.43,11406.23
서울특별시 용산구 원효로제2동,1117057000,산천동,1117011500,14632,6013,2.43,5192.59
서울특별시 용산구 원효로제2동,1117057000,신창동,1117011400,14632,6013,2.43,4589.71
서울특별시 용산구 효창동,1117058000,효창동,1117011900,10056,4202,2.39,4511.20
서울특별시 용산구 용문동,1117059000,용문동,1117012100,12508,5372,2.33,3923.82
서울특별시 용산구 용문동,1117059000,도원동,1117012000,12508,5372,2.33,5344.70
서울특별시 용산구 한강로동,1117062500,한강로3가,1117012800,17869,9650,1.85,6119.01
서울특별시 용산구 한강로동,1117062500,용산동5가,1117012700,17869,9650,1.85,11188.30
서울특별시 용산구 한강로동,1117062500,용산동3가,1117012600,17869,9650,1.85,4623.12
서울특별시 용산구 한강로동,1117062500,한강로2가,1117012500,17869,9650,1.85,4833.38
서울특별시 용산구 한강로동,1117062500,한강로1가,1117012400,17869,9650,1.85,5105.00
서울특별시 용산구 이촌제1동,1117063000,이촌동,1117012900,28319,10269,2.76,9018.69
서울특별시 용산구 이촌제2동,1117064000,이촌동,1117012900,8920,3863,2.31,9018.69
서울특별시 용산구 이태원제1동,1117065000,이태원동,1117013000,6875,3768,1.82,6427.25
서울특별시 용산구 이태원제2동,1117066000,이태원동,1117013000,9298,4865,1.91,6427.25
서울특별시 용산구 한남동,1117068500,한남동,1117013100,20435,11032,1.85,6615.63
서울특별시 용산구 서빙고동,1117069000,용산동6가,1117013500,13356,5299,2.52,4904.00
서울특별시 용산구 서빙고동,1117069000,주성동,1117013400,13356,5299,2.52,5725.08
서울특별시 용산구 서빙고동,1117069000,서빙고동,1117013300,13356,5299,2.52,10044.46
서울특별시 용산구 서빙고동,1117069000,동빙고동,1117013200,13356,5299,2.52,6600.38
서울특별시 용산구 보광동,1117070000,보광동,1117013600,14533,7680,1.89,5447.32
서울특별시 성동구 왕십리제2동,1120052000,하왕십리동,1120010200,17519,7637,2.29,5330.69
서울특별시 성동구 왕십리도선동,1120053500,도선동,1120010400,27402,11798,2.32,3927.35
서울특별시 성동구 왕십리도선동,1120053500,홍익동,1120010300,27402,11798,2.32,3849.31
서울특별시 성동구 왕십리도선동,1120053500,하왕십리동,1120010200,27402,11798,2.32,5330.69
서울특별시 성동구 왕십리도선동,1120053500,상왕십리동,1120010100,27402,11798,2.32,6161.87
서울특별시 성동구 마장동,1120054000,마장동,1120010500,23451,10895,2.15,4718.39
서울특별시 성동구 사근동,1120055000,행당동,1120010700,11775,7475,1.58,5824.15
서울특별시 성동구 사근동,1120055000,사근동,1120010600,11775,7475,1.58,3871.46
서울특별시 성동구 행당제1동,1120056000,행당동,1120010700,16109,7336,2.20,5824.15
서울특별시 성동구 행당제2동,1120057000,행당동,1120010700,24663,9483,2.60,5824.15
서울특별시 성동구 응봉동,1120058000,응봉동,1120010800,16161,6170,2.62,5613.73
서울특별시 성동구 금호1가동,1120059000,금호동1가,1120010900,15871,6611,2.40,4966.32
서울특별시 성동구 금호2.3가동,1120061500,금호동3가,1120011100,24086,10330,2.33,5114.36
서울특별시 성동구 금호2.3가동,1120061500,금호동2가,1120011000,24086,10330,2.33,5953.02
서울특별시 성동구 금호4가동,1120062000,금호동4가,1120011200,15135,6453,2.35,5652.32
서울특별시 성동구 옥수동,1120064500,옥수동,1120011300,26981,10982,2.46,6893.43
서울특별시 성동구 성수1가제1동,1120065000,성수동1가,1120011400,16998,7637,2.23,6271.79
서울특별시 성동구 성수1가제2동,1120066000,성수동1가,1120011400,14665,6932,2.12,6271.79
서울특별시 성동구 성수2가제1동,1120067000,성수동2가,1120011500,17310,8564,2.02,5549.98
서울특별시 성동구 성수2가제3동,1120069000,성수동2가,1120011500,11384,5669,2.01,5549.98
서울특별시 성동구 송정동,1120072000,송정동,1120011800,11076,5549,2.00,4562.44
서울특별시 성동구 용답동,1120079000,용답동,1120012200,12572,6945,1.81,3689.17
서울특별시 성동구 용답동,1120079000,송정동,1120011800,12572,6945,1.81,4562.44
서울특별시 광진구 화양동,1121571000,화양동,1121510700,21864,15976,1.37,3867.21
서울특별시 광진구 군자동,1121573000,군자동,1121510900,19953,10634,1.88,4614.49
서울특별시 광진구 중곡제1동,1121574000,중곡동,1121510100,15945,8033,1.98,3968.49
서울특별시 광진구 중곡제2동,1121575000,중곡동,1121510100,22286,10442,2.13,3968.49
서울특별시 광진구 중곡제3동,1121576000,중곡동,1121510100,17247,8506,2.03,3968.49
서울특별시 광진구 중곡제4동,1121577000,중곡동,1121510100,30184,13220,2.28,3968.49
서울특별시 광진구 능동,1121578000,능동,1121510200,11524,6240,1.85,4804.65
서울특별시 광진구 광장동,1121581000,광장동,1121510400,36007,12048,2.99,7337.26
서울특별시 광진구 자양제1동,1121582000,자양동,1121510500,23110,11450,2.02,5684.27
서울특별시 광진구 자양제2동,1121583000,자양동,1121510500,26685,11267,2.37,5684.27
서울특별시 광진구 자양제3동,1121584000,자양동,1121510500,29290,11024,2.66,5684.27
서울특별시 광진구 자양제4동,1121584700,자양동,1121510500,18747,9728,1.93,5684.27
서울특별시 광진구 구의제1동,1121585000,구의동,1121510300,22395,11795,1.90,5157.72
서울특별시 광진구 구의제2동,1121586000,구의동,1121510300,27583,11646,2.37,5157.72
서울특별시 광진구 구의제3동,1121587000,구의동,1121510300,29872,12164,2.46,5157.72
서울특별시 동대문구 용신동,1123053600,용두동,1123010200,30552,17086,1.79,3906.42
서울특별시 동대문구 용신동,1123053600,신설동,1123010100,30552,17086,1.79,3293.58
서울특별시 동대문구 제기동,1123054500,제기동,1123010300,25079,13023,1.93,3911.35
서울특별시 동대문구 전농제1동,1123056000,전농동,1123010400,30568,14954,2.04,4415.61
서울특별시 동대문구 전농제2동,1123057000,전농동,1123010400,19691,7772,2.53,4415.61
서울특별시 동대문구 답십리제1동,1123060000,답십리동,1123010500,29482,12694,2.32,4525.05
서울특별시 동대문구 답십리제2동,1123061000,답십리동,1123010500,30101,12739,2.36,4525.05
서울특별시 동대문구 장안제1동,1123065000,장안동,1123010600,38703,17537,2.21,4317.99
서울특별시 동대문구 장안제2동,1123066000,장안동,1123010600,31630,13138,2.41,4317.99
서울특별시 동대문구 청량리동,1123070500,청량리동,1123010700,21361,10482,2.04,4488.02
서울특별시 동대문구 회기동,1123071000,회기동,1123010800,10363,6053,1.71,4149.17
서울특별시 동대문구 휘경제1동,1123072000,휘경동,1123010900,14540,7525,1.93,4437.53
서울특별시 동대문구 휘경제2동,1123073000,휘경동,1123010900,24470,11531,2.12,4437.53
서울특별시 동대문구 이문제1동,1123074000,이문동,1123011000,19233,10608,1.81,4153.16
서울특별시 동대문구 이문제2동,1123075000,이문동,1123011000,20778,8464,2.45,4153.16
서울특별시 중랑구 면목제2동,1126052000,면목동,1126010100,25810,12254,2.11,3636.34
서울특별시 중랑구 면목제4동,1126054000,면목동,1126010100,19945,9291,2.15,3636.34
서울특별시 중랑구 면목제5동,1126055000,면목동,1126010100,9747,4542,2.15,3636.34
서울특별시 중랑구 면목본동,1126056500,면목동,1126010100,35405,17606,2.01,3636.34
서울특별시 중랑구 면목제7동,1126057000,면목동,1126010100,21587,10049,2.15,3636.34
서울특별시 중랑구 면목제3.8동,1126057500,면목동,1126010100,26296,12552,2.09,3636.34
서울특별시 중랑구 상봉제1동,1126058000,상봉동,1126010200,25472,10253,2.48,4174.69
서울특별시 중랑구 상봉제2동,1126059000,상봉동,1126010200,19394,10908,1.78,4174.69
서울특별시 중랑구 중화제1동,1126060000,중화동,1126010300,20809,8996,2.31,3781.22
서울특별시 중랑구 중화제2동,1126061000,중화동,1126010300,27431,14305,1.92,3781.22
서울특별시 중랑구 묵제1동,1126062000,묵동,1126010400,35888,14586,2.46,4426.54
서울특별시 중랑구 묵제2동,1126063000,묵동,1126010400,19850,9207,2.16,4426.54
서울특별시 중랑구 망우본동,1126065500,망우동,1126010500,30894,14699,2.10,3665.30
서울특별시 중랑구 망우제3동,1126066000,망우동,1126010500,17674,8450,2.09,3665.30
서울특별시 중랑구 신내1동,1126068000,신내동,1126010600,40594,14676,2.77,4598.60
서울특별시 중랑구 신내2동,1126069000,신내동,1126010600,22016,9074,2.43,4598.60
서울특별시 성북구 성북동,1129052500,동소문동4가,1129010700,17111,8038,2.13,4203.45
서울특별시 성북구 성북동,1129052500,동소문동1가,1129010400,17111,8038,2.13,4198.96
서울특별시 성북구 성북동,1129052500,성북동1가,1129010200,17111,8038,2.13,3923.46
서울특별시 성북구 성북동,1129052500,성북동,1129010100,17111,8038,2.13,6498.34
서울특별시 성북구 삼선동,1129055500,삼선동5가,1129011500,25962,12614,2.06,3783.46
서울특별시 성북구 삼선동,1129055500,삼선동4가,1129011400,25962,12614,2.06,4737.24
서울특별시 성북구 삼선동,1129055500,삼선동3가,1129011300,25962,12614,2.06,4365.86
서울특별시 성북구 삼선동,1129055500,삼선동2가,1129011200,25962,12614,2.06,4885.54
서울특별시 성북구 삼선동,1129055500,삼선동1가,1129011100,25962,12614,2.06,3447.41
서울특별시 성북구 삼선동,1129055500,동소문동5가,1129010800,25962,12614,2.06,5148.65
서울특별시 성북구 삼선동,1129055500,동소문동3가,1129010600,25962,12614,2.06,3463.87
서울특별시 성북구 삼선동,1129055500,동소문동2가,1129010500,25962,12614,2.06,3299.80
서울특별시 성북구 동선동,1129057500,동선동5가,1129012000,15511,9070,1.71,3796.31
서울특별시 성북구 동선동,1129057500,동선동4가,1129011900,15511,9070,1.71,3854.10
서울특별시 성북구 동선동,1129057500,동선동3가,1129011800,15511,9070,1.71,3428.55
서울특별시 성북구 동선동,1129057500,동선동2가,1129011700,15511,9070,1.71,3508.18
서울특별시 성북구 동선동,1129057500,동선동1가,1129011600,15511,9070,1.71,3354.46
서울특별시 성북구 동선동,1129057500,동소문동7가,1129011000,15511,9070,1.71,5091.58
서울특별시 성북구 동선동,1129057500,동소문동6가,1129010900,15511,9070,1.71,2664.50
서울특별시 성북구 동선동,1129057500,돈암동,1129010300,15511,9070,1.71,5336.01
서울특별시 성북구 돈암제1동,1129058000,돈암동,1129010300,15936,6292,2.53,5336.01
서울특별시 성북구 돈암제2동,1129059000,돈암동,1129010300,24976,8608,2.90,5336.01
서울특별시 성북구 안암동,1129060000,안암동5가,1129012500,15488,9170,1.69,3908.55
서울특별시 성북구 안암동,1129060000,안암동4가,1129012400,15488,9170,1.69,2913.04
서울특별시 성북구 안암동,1129060000,안암동3가,1129012300,15488,9170,1.69,3883.24
서울특별시 성북구 안암동,1129060000,안암동2가,1129012200,15488,9170,1.69,3129.76
서울특별시 성북구 안암동,1129060000,안암동1가,1129012100,15488,9170,1.69,4395.61
서울특별시 성북구 보문동,1129061000,보문동3가,1129013200,16484,7997,2.06,5612.27
서울특별시 성북구 보문동,1129061000,보문동2가,1129013100,16484,7997,2.06,3383.42
서울특별시 성북구 보문동,1129061000,보문동1가,1129013000,16484,7997,2.06,2772.75
서울특별시 성북구 보문동,1129061000,보문동7가,1129012900,16484,7997,2.06,3263.99
서울특별시 성북구 보문동,1129061000,보문동6가,1129012800,16484,7997,2.06,4394.51
